application_id,mechanism_id,mechanism_name,mapping_source,mapping_confidence
APP-00595,BM-014,Confirmation Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00595,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00596,BM-005,Choice Overload,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00596,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00591,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00591,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00590,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00609,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00604,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00604,BM-014,Confirmation Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00609,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00602,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00603,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00601,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00602,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00602,BM-018,Identity Signaling,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00626,BM-014,Confirmation Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00632,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00632,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00633,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00635,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00618,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00621,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00621,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00614,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00614,BM-014,Confirmation Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00615,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00615,BM-018,Identity Signaling,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00646,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00648,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00648,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00650,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00645,BM-014,Confirmation Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00641,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00643,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00643,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00639,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00639,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00658,BM-014,Confirmation Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00658,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00655,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00655,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00656,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00652,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00652,BM-014,Confirmation Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00653,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00651,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00651,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00663,BM-018,Identity Signaling,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00664,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00665,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00665,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00661,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00661,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00663,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00658,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00659,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00688,BM-014,Confirmation Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00688,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00692,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00693,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00693,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00682,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00672,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00672,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00674,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00681,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00668,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00668,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00669,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00698,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00699,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00696,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00696,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00694,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00694,BM-018,Identity Signaling,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00708,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00708,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00709,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00709,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00702,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00717,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00718,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00721,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00721,BM-014,Confirmation Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00716,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00717,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00712,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00713,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00713,BM-018,Identity Signaling,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00714,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00709,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00733,BM-014,Confirmation Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00737,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00733,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00723,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00727,BM-005,Choice Overload,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00730,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00731,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00722,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00723,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00741,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00743,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00751,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00751,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00741,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00738,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00740,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00740,BM-018,Identity Signaling,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00737,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00738,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00760,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00761,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00762,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00759,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00757,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00757,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00770,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00770,BM-014,Confirmation Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00769,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00769,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00763,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00764,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00767,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00787,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00787,BM-014,Confirmation Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00780,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00780,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00784,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00776,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00779,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00770,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00776,BM-005,Choice Overload,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00798,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00798,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00796,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00796,BM-014,Confirmation Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00789,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00789,BM-014,Confirmation Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00794,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00807,BM-018,Identity Signaling,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00810,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00810,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00812,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00814,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00816,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00804,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00804,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00805,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00807,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00803,BM-018,Identity Signaling,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00803,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00799,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00799,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00799,BM-018,Identity Signaling,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00802,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00829,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00832,BM-014,Confirmation Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00826,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00818,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00825,BM-018,Identity Signaling,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00826,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00839,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00839,BM-018,Identity Signaling,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00840,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00840,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00840,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00841,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00838,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00838,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00836,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00851,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00851,BM-014,Confirmation Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00857,BM-005,Choice Overload,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00848,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00848,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00849,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00847,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00841,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00842,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00867,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00870,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00871,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00863,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00864,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00867,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00859,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00860,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00863,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00857,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00883,BM-014,Confirmation Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00883,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00882,BM-018,Identity Signaling,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00882,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00873,BM-018,Identity Signaling,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00875,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00875,BM-018,Identity Signaling,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00879,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00872,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00873,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00873,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00889,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00890,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00890,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00888,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00885,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00887,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00884,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00885,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00885,BM-018,Identity Signaling,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00905,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00906,BM-014,Confirmation Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00901,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00902,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00902,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00904,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00904,BM-018,Identity Signaling,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00896,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00896,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00901,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00919,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00920,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00920,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00917,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00917,BM-018,Identity Signaling,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00917,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00918,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00918,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00919,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00910,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00910,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00911,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00913,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00908,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00082,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00080,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00076,BM-020,Commitment / Consistency,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00076,BM-018,Identity Signaling,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00073,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.55
APP-00927,BM-023,Goal Gradient,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00928,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00929,BM-011,Reciprocity,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00929,BM-018,Identity Signaling,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00931,BM-006,Friction,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00927,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00927,BM-001,Status Quo Bias,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00926,BM-002,Loss Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
APP-00926,BM-029,Uncertainty / Ambiguity Aversion,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK,0.4
