application_id,candidate_id,requisition_id,client_account_id,recruiter_id,job_title,job_family,location_city,location_state,work_arrangement,contract_type,years_experience,application_source,pay_rate_prior,pay_rate_offered,notice_period_days,application_date,interview_date,offer_date,offer_response_date,expected_start_date,actual_start_date,offer_extended,offer_accepted,final_disposition,disposition_date,research_split,req_requisition_open_date,client_client_name,client_primary_job_families_general,client_hiring_speed_tier,client_pay_band_tier,client_preferred_work_arrangement,recruiter_recruiter_first_name,recruiter_team,recruiter_tenure_months,recruiter_typical_followup_speed_tier,recruiter_typical_communication_frequency_tier,days_application_to_interview,days_interview_to_offer,days_offer_to_response,days_acceptance_to_expected_start,days_expected_to_actual_start,pay_change_absolute,pay_change_percentage,total_communications,total_stage_events
APP-01047,CAND-01016,REQ-00159,CLI-006,REC-006,Customer Service Representative,Administrative/Professional,Charlotte,NC,hybrid,W2 Contract,1.7,job_board,22.27,24.95,10,2025-06-13,2025-06-18,2025-07-04,2025-07-09,2025-07-29,2025-07-29,True,True,joined_on_time,2025-07-29,hypothesis_generation,2025-05-14,Client_Zeta_InsuranceGroup,Finance/Accounting;Administrative/Professional,slow,market,hybrid,Carlos,Team_Commercial,8,fast,medium,5,16,5,20,0.0,2.6799999999999997,12.034126627750336,5,8
APP-01048,CAND-01017,REQ-00060,CLI-008,REC-007,Data Analyst,IT/Technology,Tucson,AZ,hybrid,W2 Contract,3.7,reapply,35.07,39.2,7,2025-05-12,2025-06-02,2025-06-12,2025-06-16,2025-06-23,,True,True,withdrew_post_acceptance,2025-06-23,discovery,2025-04-21,Client_Theta_TechScaleup,IT/Technology,fast,market,hybrid,Emily,Team_Technical,22,fast,medium,21,10,4,7,,4.130000000000003,11.77644710578843,6,6
APP-01049,CAND-01018,REQ-00038,CLI-011,REC-003,Administrative Assistant,Administrative/Professional,Tampa,FL,onsite,1099,4.6,recruiter_sourced,16.28,17.55,6,2024-10-26,2024-11-07,2024-11-14,2024-11-18,2024-12-14,2024-12-14,True,True,joined_on_time,2024-12-14,discovery,2024-10-03,Client_Lambda_Distribution,Light Industrial;Administrative/Professional,fast,below_market,onsite,Priya,Team_Commercial,4,slow,medium,12,7,4,26,0.0,1.2699999999999996,7.800982800982798,7,7
APP-01050,CAND-01019,REQ-00039,CLI-009,REC-016,Electrical Engineer,Engineering,Chicago,IL,onsite,Direct Hire,3.6,job_board,35.6,38.5,5,2025-07-01,2025-07-16,2025-07-26,2025-07-31,2025-08-12,2025-08-15,True,True,joined_late,2025-08-15,discovery,2025-05-18,Client_Iota_Industrial,Engineering,medium,market,onsite,Jessica,Team_Technical,30,fast,medium,15,10,5,12,3.0,2.8999999999999986,8.146067415730334,7,9
APP-01051,CAND-01020,REQ-00179,CLI-006,REC-010,Senior Accountant,Finance/Accounting,Orlando,FL,hybrid,Contract-to-Hire,8.8,referral,28.04,31.21,6,2024-02-05,2024-02-24,2024-03-13,2024-03-16,2024-04-07,2024-04-08,True,True,joined_on_time,2024-04-08,discovery,2024-01-27,Client_Zeta_InsuranceGroup,Finance/Accounting;Administrative/Professional,slow,market,hybrid,Nia,Team_Technical,22,medium,low,19,18,3,22,1.0,3.1700000000000017,11.305278174037097,6,9
APP-01052,CAND-01021,REQ-00101,CLI-011,REC-008,General Laborer,Light Industrial,Chicago,IL,onsite,Contract-to-Hire,3.6,job_board,,17.51,11,2025-02-20,2025-03-05,2025-03-23,2025-03-25,2025-04-14,2025-04-14,True,True,joined_on_time,2025-04-14,discovery,2025-01-10,Client_Lambda_Distribution,Light Industrial;Administrative/Professional,fast,below_market,onsite,Wei,Team_Healthcare,8,fast,medium,13,18,2,20,0.0,,,10,8
APP-01053,CAND-01022,REQ-00134,CLI-010,REC-006,Administrative Assistant,Administrative/Professional,Raleigh,NC,hybrid,W2 Contract,11.6,job_board,,20.76,9,2025-03-18,2025-03-31,2025-04-09,2025-04-11,2025-04-25,2025-04-25,True,True,joined_on_time,2025-04-25,discovery,2025-02-22,Client_Kappa_CorpServices,Administrative/Professional,fast,below_market,hybrid,Carlos,Team_Commercial,8,fast,medium,13,9,2,14,0.0,,,2,7
APP-01054,CAND-01023,REQ-00156,CLI-009,REC-016,Manufacturing Engineer,Engineering,Cincinnati,OH,onsite,Contract-to-Hire,4.2,recruiter_sourced,,33.48,7,2025-05-21,2025-05-24,2025-06-11,2025-06-12,2025-07-14,2025-07-23,True,True,joined_late,2025-07-23,discovery,2025-04-20,Client_Iota_Industrial,Engineering,medium,market,onsite,Jessica,Team_Technical,30,fast,medium,3,18,1,32,9.0,,,9,7
APP-01055,CAND-01024,REQ-00189,CLI-003,REC-012,Bookkeeper,Finance/Accounting,Cincinnati,OH,hybrid,W2 Contract,6.0,recruiter_sourced,39.63,41.71,16,2024-12-24,2025-01-13,2025-01-17,2025-01-23,2025-01-28,2025-02-14,True,True,joined_late,2025-02-14,hypothesis_generation,2024-12-03,Client_Gamma_FinServ,Finance/Accounting,medium,above_market,hybrid,Sofia,Team_Commercial,70,slow,high,20,4,6,5,17.0,2.0799999999999983,5.248549078980566,10,7
APP-01056,CAND-01025,REQ-00142,CLI-010,REC-006,Data Entry Clerk,Administrative/Professional,Chicago,IL,hybrid,Direct Hire,6.6,referral,19.77,21.2,9,2024-10-16,2024-10-26,2024-11-04,2024-11-09,2024-12-06,,True,True,accepted_no_show,2024-12-06,discovery,2024-10-05,Client_Kappa_CorpServices,Administrative/Professional,fast,below_market,hybrid,Carlos,Team_Commercial,8,fast,medium,10,9,5,27,,1.4299999999999997,7.233181588265047,6,7
APP-01057,CAND-01026,REQ-00222,CLI-011,REC-015,Administrative Assistant,Administrative/Professional,Austin,TX,onsite,W2 Contract,1.5,job_board,16.87,17.97,4,2024-04-24,2024-04-29,2024-05-05,2024-05-09,2024-05-24,,True,True,rejected_by_client,2024-05-10,discovery,2024-04-07,Client_Lambda_Distribution,Light Industrial;Administrative/Professional,fast,below_market,onsite,Omar,Team_Commercial,4,slow,medium,5,6,4,15,,1.0999999999999979,6.52045050385298,11,6
APP-01058,CAND-01027,REQ-00221,CLI-009,REC-013,Manufacturing Engineer,Engineering,Austin,TX,onsite,W2 Contract,10.1,recruiter_sourced,48.38,50.92,17,2025-05-22,2025-05-26,2025-06-07,2025-06-13,2025-07-07,,True,True,withdrew_post_acceptance,2025-06-16,held_out_test,2025-04-22,Client_Iota_Industrial,Engineering,medium,market,onsite,Kevin,Team_Technical,14,fast,medium,4,12,6,24,,2.539999999999999,5.25010334849111,4,6
APP-01059,CAND-01028,REQ-00122,CLI-004,REC-010,QA Tester,IT/Technology,Tampa,FL,remote,W2 Contract,2.0,job_board,66.42,66.68,6,2025-03-11,2025-03-29,2025-04-09,2025-04-13,2025-04-19,,True,True,withdrew_post_acceptance,2025-04-18,discovery,2025-02-27,Client_Delta_SoftwareCo,IT/Technology,medium,above_market,remote,Nia,Team_Technical,22,medium,low,18,11,4,6,,0.2600000000000051,0.3914483589280414,5,7
APP-01060,CAND-01029,REQ-00029,CLI-009,REC-016,Mechanical Engineer,Engineering,Houston,TX,onsite,W2 Contract,2.4,job_board,29.24,32.72,8,2024-03-19,2024-04-05,2024-04-07,2024-04-09,2024-05-11,2024-05-11,True,True,joined_on_time,2024-05-11,held_out_test,2024-02-07,Client_Iota_Industrial,Engineering,medium,market,onsite,Jessica,Team_Technical,30,fast,medium,17,2,2,32,0.0,3.4800000000000004,11.901504787961699,13,7
APP-01061,CAND-01030,REQ-00010,CLI-002,REC-017,Certified Nursing Assistant,Healthcare,Phoenix,AZ,onsite,W2 Contract,5.9,recruiter_sourced,25.69,31.11,7,2024-04-20,2024-05-02,2024-05-12,2024-05-18,2024-06-08,,True,True,rejected_by_client,2024-05-26,discovery,2024-03-19,Client_Beta_HealthSystem,Healthcare,slow,market,onsite,Marcus,Team_Healthcare,22,fast,high,12,10,6,21,,5.419999999999998,21.097703386531716,10,6
APP-01062,CAND-01031,REQ-00191,CLI-008,REC-016,Data Analyst,IT/Technology,St. Louis,MO,hybrid,Direct Hire,2.7,recruiter_sourced,41.5,48.26,19,2024-08-24,2024-09-12,2024-09-29,2024-10-02,2024-10-14,,True,True,rejected_by_client,2024-10-05,held_out_test,2024-08-13,Client_Theta_TechScaleup,IT/Technology,fast,market,hybrid,Jessica,Team_Technical,30,fast,medium,19,17,3,12,,6.759999999999998,16.289156626506017,4,6
APP-01063,CAND-01032,REQ-00022,CLI-009,REC-016,Civil Engineer,Engineering,Phoenix,AZ,remote,1099,2.7,recruiter_sourced,30.16,32.31,13,2024-02-03,2024-02-11,2024-02-19,2024-02-25,2024-03-03,,True,True,accepted_no_show,2024-03-03,discovery,2024-01-06,Client_Iota_Industrial,Engineering,medium,market,onsite,Jessica,Team_Technical,30,fast,medium,8,8,6,7,,2.150000000000002,7.1286472148541185,5,6
APP-01064,CAND-01033,REQ-00183,CLI-010,REC-009,Receptionist,Administrative/Professional,Dallas,TX,hybrid,W2 Contract,9.1,reapply,20.29,22.46,0,2024-09-25,2024-10-07,2024-10-15,2024-10-19,2024-11-15,2024-11-15,True,True,joined_on_time,2024-11-15,discovery,2024-09-05,Client_Kappa_CorpServices,Administrative/Professional,fast,below_market,hybrid,Brandon,Team_Commercial,22,slow,low,12,8,4,27,0.0,2.1700000000000017,10.694923607688525,3,8
APP-01065,CAND-01034,REQ-00194,CLI-010,REC-012,Executive Assistant,Administrative/Professional,Milwaukee,WI,onsite,W2 Contract,2.6,referral,15.78,16.31,2,2024-04-12,2024-05-01,2024-05-18,2024-05-23,2024-06-16,2024-07-02,True,True,joined_late,2024-07-02,held_out_test,2024-04-02,Client_Kappa_CorpServices,Administrative/Professional,fast,below_market,hybrid,Sofia,Team_Commercial,70,slow,high,19,17,5,24,16.0,0.5299999999999994,3.358681875792138,7,8
APP-01066,CAND-01035,REQ-00223,CLI-001,REC-006,Machine Operator,Light Industrial,Memphis,TN,onsite,Direct Hire,5.0,career_site,20.33,22.89,11,2024-03-18,2024-04-01,2024-04-07,2024-04-09,2024-04-27,2024-04-27,True,True,joined_on_time,2024-04-27,discovery,2024-02-17,Client_Alpha_Logistics,Light Industrial,fast,market,onsite,Carlos,Team_Commercial,8,fast,medium,14,6,2,18,0.0,2.5600000000000023,12.592228234136757,2,9
APP-01067,CAND-01036,REQ-00103,CLI-007,REC-012,Phlebotomist,Healthcare,Chicago,IL,remote,W2 Contract,5.4,recruiter_sourced,40.86,40.19,13,2024-10-02,2024-10-18,2024-10-20,2024-10-26,2024-11-11,,True,True,withdrew_post_acceptance,2024-10-28,discovery,2024-09-13,Client_Eta_RegionalClinics,Healthcare,medium,below_market,onsite,Sofia,Team_Commercial,70,slow,high,16,2,6,16,,-0.6700000000000017,-1.6397454723445954,11,6
APP-01068,CAND-01037,REQ-00093,CLI-009,REC-014,Civil Engineer,Engineering,St. Louis,MO,onsite,1099,2.9,staffing_event,37.09,45.27,14,2024-02-24,2024-02-27,2024-03-06,2024-03-07,2024-04-06,2024-04-06,True,True,joined_on_time,2024-04-06,discovery,2024-02-16,Client_Iota_Industrial,Engineering,medium,market,onsite,Rachel,Team_Healthcare,22,fast,medium,3,8,1,30,0.0,8.18,22.054462119169585,5,9
APP-01069,CAND-01038,REQ-00218,CLI-007,REC-002,Radiology Technician,Healthcare,Kansas City,MO,onsite,Direct Hire,9.0,recruiter_sourced,19.62,21.85,0,2024-04-16,2024-04-25,2024-05-03,2024-05-07,2024-05-29,2024-05-29,True,True,joined_on_time,2024-05-29,hypothesis_generation,2024-03-23,Client_Eta_RegionalClinics,Healthcare,medium,below_market,onsite,James,Team_Healthcare,30,fast,low,9,8,4,22,0.0,2.2300000000000004,11.365953109072377,4,9
APP-01070,CAND-01039,REQ-00066,CLI-001,REC-008,Warehouse Associate,Light Industrial,Chicago,IL,onsite,1099,6.2,job_board,15.93,17.84,13,2024-08-09,2024-08-30,2024-09-16,2024-09-16,2024-10-20,,True,True,withdrew_post_acceptance,2024-10-11,discovery,2024-07-25,Client_Alpha_Logistics,Light Industrial,fast,market,onsite,Wei,Team_Healthcare,8,fast,medium,21,17,0,34,,1.9100000000000001,11.98995605775267,6,7
APP-01071,CAND-01040,REQ-00044,CLI-010,REC-006,Receptionist,Administrative/Professional,Memphis,TN,hybrid,W2 Contract,7.9,referral,21.08,22.15,10,2024-11-06,2024-11-10,2024-11-22,2024-11-24,2024-12-19,2024-12-19,True,True,joined_on_time,2024-12-19,discovery,2024-09-29,Client_Kappa_CorpServices,Administrative/Professional,fast,below_market,hybrid,Carlos,Team_Commercial,8,fast,medium,4,12,2,25,0.0,1.0700000000000003,5.075901328273247,3,9
APP-01072,CAND-01041,REQ-00056,CLI-011,REC-003,Office Coordinator,Administrative/Professional,Austin,TX,onsite,Direct Hire,6.5,recruiter_sourced,24.11,23.43,16,2024-04-24,2024-05-10,2024-05-16,2024-05-22,2024-05-30,2024-05-31,True,True,joined_on_time,2024-05-31,discovery,2024-04-20,Client_Lambda_Distribution,Light Industrial;Administrative/Professional,fast,below_market,onsite,Priya,Team_Commercial,4,slow,medium,16,6,6,8,1.0,-0.6799999999999997,-2.8204064703442544,7,8
APP-01073,CAND-01042,REQ-00040,CLI-010,REC-015,Executive Assistant,Administrative/Professional,Charlotte,NC,hybrid,W2 Contract,11.4,recruiter_sourced,15.8,15.73,11,2024-03-23,2024-04-03,2024-04-21,2024-04-27,2024-05-10,2024-05-09,True,True,joined_on_time,2024-05-09,discovery,2024-03-08,Client_Kappa_CorpServices,Administrative/Professional,fast,below_market,hybrid,Omar,Team_Commercial,4,slow,medium,11,18,6,13,-1.0,-0.07000000000000028,-0.44303797468354605,8,9
APP-01074,CAND-01043,REQ-00029,CLI-009,REC-016,Mechanical Engineer,Engineering,Houston,TX,onsite,W2 Contract,9.7,staffing_event,36.52,39.15,2,2024-02-27,2024-03-15,2024-03-23,2024-03-24,2024-04-12,2024-04-12,True,True,joined_on_time,2024-04-12,discovery,2024-02-07,Client_Iota_Industrial,Engineering,medium,market,onsite,Jessica,Team_Technical,30,fast,medium,17,8,1,19,0.0,2.6299999999999955,7.20153340635267,6,8
APP-01075,CAND-01044,REQ-00035,CLI-005,REC-009,Forklift Operator,Light Industrial,Chicago,IL,onsite,Contract-to-Hire,2.0,job_board,20.2,20.19,13,2024-05-07,2024-05-10,2024-05-16,2024-05-16,2024-06-15,2024-06-15,True,True,joined_on_time,2024-06-15,discovery,2024-03-23,Client_Epsilon_Manufacturing,Engineering;Light Industrial,slow,below_market,onsite,Brandon,Team_Commercial,22,slow,low,3,6,0,30,0.0,-0.00999999999999801,-0.04950495049503966,9,8
APP-01076,CAND-01045,REQ-00039,CLI-009,REC-001,Electrical Engineer,Engineering,Chicago,IL,onsite,Direct Hire,8.6,career_site,37.82,38.73,10,2025-05-21,2025-05-24,2025-06-08,2025-06-08,2025-07-04,2025-07-04,True,True,joined_on_time,2025-07-04,hypothesis_generation,2025-05-18,Client_Iota_Industrial,Engineering,medium,market,onsite,Maria,Team_Technical,14,slow,high,3,15,0,26,0.0,0.9099999999999966,2.406134320465353,6,8
APP-01077,CAND-01046,REQ-00082,CLI-002,REC-008,Pharmacy Technician,Healthcare,Raleigh,NC,onsite,Contract-to-Hire,9.3,job_board,26.14,30.1,10,2024-07-05,2024-07-10,2024-07-15,2024-07-19,2024-07-30,2024-07-31,True,True,joined_on_time,2024-07-31,held_out_test,2024-05-26,Client_Beta_HealthSystem,Healthcare,slow,market,onsite,Wei,Team_Healthcare,8,fast,medium,5,5,4,11,1.0,3.960000000000001,15.149196633511863,9,8
APP-01078,CAND-01047,REQ-00097,CLI-006,REC-004,Financial Analyst,Finance/Accounting,Columbus,OH,hybrid,1099,2.8,referral,,35.75,12,2025-02-22,2025-02-27,2025-03-14,2025-03-20,2025-04-01,2025-04-01,True,True,joined_on_time,2025-04-01,hypothesis_generation,2025-01-24,Client_Zeta_InsuranceGroup,Finance/Accounting;Administrative/Professional,slow,market,hybrid,David,Team_Technical,30,fast,high,5,15,6,12,0.0,,,11,7
APP-01079,CAND-01048,REQ-00030,CLI-006,REC-018,Administrative Assistant,Administrative/Professional,Indianapolis,IN,hybrid,Direct Hire,3.7,referral,19.43,19.44,5,2024-08-23,2024-09-11,2024-09-26,2024-09-26,2024-10-18,,True,True,withdrew_post_acceptance,2024-10-15,discovery,2024-08-12,Client_Zeta_InsuranceGroup,Finance/Accounting;Administrative/Professional,slow,market,hybrid,Linh,Team_Commercial,40,slow,high,19,15,0,22,,0.010000000000001563,0.05146680391148515,11,7
APP-01080,CAND-00643,REQ-00120,CLI-002,REC-002,Phlebotomist,Healthcare,Charlotte,NC,hybrid,W2 Contract,2.9,job_board,38.37,42.99,16,2025-07-02,2025-07-15,2025-07-31,2025-08-05,2025-08-31,2025-08-31,True,True,joined_on_time,2025-08-31,discovery,2024-03-07,Client_Beta_HealthSystem,Healthcare,slow,market,onsite,James,Team_Healthcare,30,fast,low,13,16,5,26,0.0,4.6200000000000045,12.040656763096182,3,9
APP-01081,CAND-01049,REQ-00083,CLI-008,REC-016,QA Tester,IT/Technology,Tucson,AZ,hybrid,Direct Hire,5.2,job_board,52.61,61.5,7,2024-03-20,2024-04-01,2024-04-08,2024-04-08,2024-04-18,,True,True,rejected_by_client,2024-04-17,hypothesis_generation,2024-03-11,Client_Theta_TechScaleup,IT/Technology,fast,market,hybrid,Jessica,Team_Technical,30,fast,medium,12,7,0,10,,8.89,16.897928150541723,10,6
APP-01082,CAND-01050,REQ-00066,CLI-001,REC-006,Warehouse Associate,Light Industrial,Chicago,IL,onsite,1099,4.1,recruiter_sourced,21.22,21.71,9,2024-07-29,2024-08-08,2024-08-16,2024-08-17,2024-09-04,,True,False,declined_offer,2024-08-17,discovery,2024-07-25,Client_Alpha_Logistics,Light Industrial,fast,market,onsite,Carlos,Team_Commercial,8,fast,medium,10,8,1,18,,0.490000000000002,2.3091423185673987,2,5
APP-01083,CAND-01051,REQ-00038,CLI-011,REC-006,Administrative Assistant,Administrative/Professional,Tampa,FL,onsite,1099,7.5,reapply,22.4,23.77,7,2024-10-16,2024-11-02,2024-11-07,2024-11-13,2024-11-29,,True,False,declined_offer,2024-11-13,discovery,2024-10-03,Client_Lambda_Distribution,Light Industrial;Administrative/Professional,fast,below_market,onsite,Carlos,Team_Commercial,8,fast,medium,17,5,6,16,,1.370000000000001,6.116071428571433,6,4
APP-01084,CAND-01052,REQ-00059,CLI-002,REC-011,Certified Nursing Assistant,Healthcare,Chicago,IL,remote,Direct Hire,9.7,recruiter_sourced,43.65,44.84,0,2024-11-02,2024-11-17,2024-11-22,2024-11-22,2024-12-07,2024-12-08,True,True,joined_on_time,2024-12-08,hypothesis_generation,2024-10-05,Client_Beta_HealthSystem,Healthcare,slow,market,onsite,Tyler,Team_Healthcare,30,fast,low,15,5,0,15,1.0,1.1900000000000048,2.7262313860252116,3,7
APP-01085,CAND-01053,REQ-00023,CLI-007,REC-001,Phlebotomist,Healthcare,Dallas,TX,onsite,W2 Contract,11.3,job_board,35.8,36.69,3,2024-11-22,2024-12-10,2024-12-23,2024-12-28,2025-01-12,2025-01-12,True,True,joined_on_time,2025-01-12,discovery,2024-11-15,Client_Eta_RegionalClinics,Healthcare,medium,below_market,onsite,Maria,Team_Technical,14,slow,high,18,13,5,15,0.0,0.8900000000000006,2.4860335195530747,12,9
APP-01086,CAND-01054,REQ-00189,CLI-003,REC-015,Bookkeeper,Finance/Accounting,Cincinnati,OH,hybrid,W2 Contract,2.6,recruiter_sourced,,32.72,17,2024-12-19,2024-12-22,2024-12-24,2024-12-27,2025-01-28,,True,False,declined_offer,2024-12-27,discovery,2024-12-03,Client_Gamma_FinServ,Finance/Accounting,medium,above_market,hybrid,Omar,Team_Commercial,4,slow,medium,3,2,3,32,,,,8,4
APP-01087,CAND-01055,REQ-00070,CLI-004,REC-007,DevOps Engineer,IT/Technology,Nashville,TN,hybrid,W2 Contract,2.9,career_site,56.46,57.89,7,2025-04-09,2025-04-21,2025-04-30,2025-05-05,2025-05-12,2025-05-12,True,True,joined_on_time,2025-05-12,discovery,2025-03-21,Client_Delta_SoftwareCo,IT/Technology,medium,above_market,remote,Emily,Team_Technical,22,fast,medium,12,9,5,7,0.0,1.4299999999999997,2.5327665603967406,6,7
APP-01088,CAND-00548,REQ-00031,CLI-001,REC-008,Shipping/Receiving Clerk,Light Industrial,Memphis,TN,onsite,W2 Contract,3.8,career_site,17.08,18.47,17,2025-06-14,2025-06-24,2025-07-01,2025-07-05,2025-07-11,,True,True,rejected_by_client,2025-07-07,discovery,2025-05-04,Client_Alpha_Logistics,Light Industrial,fast,market,onsite,Wei,Team_Healthcare,8,fast,medium,10,7,4,6,,1.3900000000000006,8.138173302107731,12,6
APP-01089,CAND-01056,REQ-00067,CLI-006,REC-018,Customer Service Representative,Administrative/Professional,Houston,TX,hybrid,Contract-to-Hire,1.3,job_board,22.88,27.41,3,2024-05-14,2024-05-26,2024-06-08,2024-06-12,2024-07-01,2024-07-01,True,True,joined_on_time,2024-07-01,discovery,2024-05-12,Client_Zeta_InsuranceGroup,Finance/Accounting;Administrative/Professional,slow,market,hybrid,Linh,Team_Commercial,40,slow,high,12,13,4,19,0.0,4.530000000000001,19.798951048951054,12,8
APP-01090,CAND-01057,REQ-00056,CLI-011,REC-015,Office Coordinator,Administrative/Professional,Austin,TX,onsite,Direct Hire,3.3,job_board,,24.31,6,2024-06-01,2024-06-07,2024-06-14,2024-06-14,2024-07-09,2024-07-09,True,True,joined_on_time,2024-07-09,discovery,2024-04-20,Client_Lambda_Distribution,Light Industrial;Administrative/Professional,fast,below_market,onsite,Omar,Team_Commercial,4,slow,medium,6,7,0,25,0.0,,,5,7
APP-01091,CAND-01058,REQ-00123,CLI-009,REC-007,Process Engineer,Engineering,Kansas City,MO,onsite,W2 Contract,2.9,reapply,51.51,51.0,6,2024-10-28,2024-11-15,2024-11-18,2024-11-23,2024-12-02,2024-12-18,True,True,joined_late,2024-12-18,held_out_test,2024-10-27,Client_Iota_Industrial,Engineering,medium,market,onsite,Emily,Team_Technical,22,fast,medium,18,3,5,9,16.0,-0.509999999999998,-0.9900990099009863,8,7
APP-01092,CAND-01059,REQ-00201,CLI-009,REC-013,Mechanical Engineer,Engineering,Tampa,FL,remote,Direct Hire,8.2,job_board,35.19,33.13,11,2024-03-27,2024-04-06,2024-04-10,2024-04-13,2024-04-22,2024-04-28,True,True,joined_late,2024-04-28,hypothesis_generation,2024-03-17,Client_Iota_Industrial,Engineering,medium,market,onsite,Kevin,Team_Technical,14,fast,medium,10,4,3,9,6.0,-2.059999999999995,-5.853935777209421,8,7
APP-01093,CAND-01060,REQ-00003,CLI-002,REC-009,Physical Therapist Asst.,Healthcare,St. Louis,MO,hybrid,W2 Contract,2.4,career_site,33.7,42.28,17,2024-11-11,2024-11-18,2024-11-20,2024-11-22,2024-12-15,,True,True,withdrew_post_acceptance,2024-12-08,discovery,2024-10-16,Client_Beta_HealthSystem,Healthcare,slow,market,onsite,Brandon,Team_Commercial,22,slow,low,7,2,2,23,,8.579999999999998,25.459940652818986,6,6
APP-01094,CAND-01061,REQ-00189,CLI-003,REC-010,Bookkeeper,Finance/Accounting,Cincinnati,OH,hybrid,W2 Contract,3.2,referral,33.15,39.35,11,2024-12-23,2024-12-29,2025-01-15,2025-01-18,2025-02-17,,True,True,withdrew_post_acceptance,2025-02-14,discovery,2024-12-03,Client_Gamma_FinServ,Finance/Accounting,medium,above_market,hybrid,Nia,Team_Technical,22,medium,low,6,17,3,30,,6.200000000000003,18.7028657616893,4,6
APP-01095,CAND-01062,REQ-00032,CLI-005,REC-018,Forklift Operator,Light Industrial,Columbus,OH,onsite,Contract-to-Hire,3.3,recruiter_sourced,19.39,18.07,13,2025-03-28,2025-04-04,2025-04-13,2025-04-18,2025-04-25,,True,False,declined_offer,2025-04-18,hypothesis_generation,2025-03-14,Client_Epsilon_Manufacturing,Engineering;Light Industrial,slow,below_market,onsite,Linh,Team_Commercial,40,slow,high,7,9,5,7,,-1.3200000000000003,-6.807632800412584,10,4
APP-01096,CAND-01063,REQ-00202,CLI-004,REC-007,Software Engineer,IT/Technology,Houston,TX,onsite,W2 Contract,5.1,job_board,53.81,57.68,9,2025-04-20,2025-05-02,2025-05-14,2025-05-19,2025-06-07,,True,False,declined_offer,2025-05-19,discovery,2025-04-14,Client_Delta_SoftwareCo,IT/Technology,medium,above_market,remote,Emily,Team_Technical,22,fast,medium,12,12,5,19,,3.8699999999999974,7.191971752462363,1,5
APP-01097,CAND-01064,REQ-00072,CLI-002,REC-005,Medical Assistant,Healthcare,Charlotte,NC,onsite,Contract-to-Hire,11.2,referral,42.04,41.92,13,2025-01-06,2025-01-10,2025-01-24,2025-01-29,2025-02-04,,True,True,withdrew_post_acceptance,2025-01-31,held_out_test,2024-12-14,Client_Beta_HealthSystem,Healthcare,slow,market,onsite,Ashley,Team_Healthcare,40,fast,low,4,14,5,6,,-0.11999999999999744,-0.28544243577544587,7,6
APP-01098,CAND-00069,REQ-00082,CLI-002,REC-004,Pharmacy Technician,Healthcare,Raleigh,NC,onsite,Contract-to-Hire,8.4,job_board,40.54,43.51,5,2024-06-10,2024-07-01,2024-07-18,2024-07-21,2024-08-08,,True,False,declined_offer,2024-07-21,discovery,2024-05-26,Client_Beta_HealthSystem,Healthcare,slow,market,onsite,David,Team_Technical,30,fast,high,21,17,3,18,,2.969999999999999,7.326097681302415,7,4
APP-01099,CAND-01065,REQ-00011,CLI-005,REC-010,Manufacturing Engineer,Engineering,Jacksonville,FL,onsite,W2 Contract,2.3,referral,29.82,35.67,4,2024-09-15,2024-09-21,2024-10-01,2024-10-06,2024-11-04,2024-11-05,True,True,joined_on_time,2024-11-05,discovery,2024-08-17,Client_Epsilon_Manufacturing,Engineering;Light Industrial,slow,below_market,onsite,Nia,Team_Technical,22,medium,low,6,10,5,29,1.0,5.850000000000001,19.61770623742455,5,8
APP-01100,CAND-01066,REQ-00100,CLI-003,REC-018,Bookkeeper,Finance/Accounting,Chicago,IL,hybrid,W2 Contract,2.0,job_board,24.76,26.26,4,2024-12-31,2025-01-18,2025-02-03,2025-02-08,2025-02-16,,True,False,declined_offer,2025-02-08,held_out_test,2024-12-20,Client_Gamma_FinServ,Finance/Accounting,medium,above_market,hybrid,Linh,Team_Commercial,40,slow,high,18,16,5,8,,1.5,6.058158319870759,10,4
APP-01101,CAND-01067,REQ-00192,CLI-008,REC-013,Business Systems Analyst,IT/Technology,Jacksonville,FL,hybrid,Direct Hire,3.0,recruiter_sourced,49.56,55.33,6,2025-03-12,2025-04-01,2025-04-07,2025-04-07,2025-04-24,,True,True,withdrew_post_acceptance,2025-04-22,discovery,2025-02-17,Client_Theta_TechScaleup,IT/Technology,fast,market,hybrid,Kevin,Team_Technical,14,fast,medium,20,6,0,17,,5.769999999999996,11.642453591606126,4,5
APP-01102,CAND-01068,REQ-00008,CLI-001,REC-017,Shipping/Receiving Clerk,Light Industrial,Houston,TX,onsite,W2 Contract,1.7,job_board,,19.72,12,2024-12-12,2024-12-24,2025-01-09,2025-01-12,2025-02-05,,True,False,declined_offer,2025-01-12,discovery,2024-10-28,Client_Alpha_Logistics,Light Industrial,fast,market,onsite,Marcus,Team_Healthcare,22,fast,high,12,16,3,24,,,,6,5
APP-01103,CAND-01069,REQ-00223,CLI-001,REC-013,Machine Operator,Light Industrial,Memphis,TN,onsite,Direct Hire,2.6,job_board,14.15,16.03,10,2024-03-20,2024-04-08,2024-04-16,2024-04-17,2024-05-17,2024-05-17,True,True,joined_on_time,2024-05-17,held_out_test,2024-02-17,Client_Alpha_Logistics,Light Industrial,fast,market,onsite,Kevin,Team_Technical,14,fast,medium,19,8,1,30,0.0,1.8800000000000008,13.28621908127209,5,7
