journey_stage,mechanism_id,mechanism_name,application_id,evidence_id,outcome,dropoff,mapping_source
client_interview_1,BM-002,Loss Aversion,APP-01115,EV-a136cf09224f,accepted_no_show,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-011,Reciprocity,APP-01120,EV-2678e7ef505d,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
background_check,BM-011,Reciprocity,APP-01120,EV-a19277caaffd,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
background_check,BM-029,Uncertainty / Ambiguity Aversion,APP-01120,EV-0a58168003c4,withdrew_post_acceptance,True,HUMAN_REVIEWED
background_check,BM-011,Reciprocity,APP-01120,EV-0744d6b83c45,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
screened,BM-006,Friction,APP-01121,EV-a91e3f8674b5,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
screened,BM-006,Friction,APP-01121,EV-c0a4a02ed3e3,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-006,Friction,APP-01121,EV-bf897c308395,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_1,BM-006,Friction,APP-01121,EV-08a18ef91b3f,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_1,BM-006,Friction,APP-01121,EV-2e9050154b98,declined_offer,True,HUMAN_REVIEWED
offer_extended,BM-006,Friction,APP-01121,EV-d270bab6dc7c,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_extended,BM-006,Friction,APP-01121,EV-e830f944382d,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_extended,BM-006,Friction,APP-01121,EV-53dc1d1ce065,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
background_check,BM-002,Loss Aversion,APP-01122,EV-cdd90cee2d54,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-029,Uncertainty / Ambiguity Aversion,APP-01123,EV-abd7e8a68b60,accepted_no_show,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-029,Uncertainty / Ambiguity Aversion,APP-01123,EV-df0796cb8146,accepted_no_show,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_1,BM-029,Uncertainty / Ambiguity Aversion,APP-01123,EV-13be6415331e,accepted_no_show,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_1,BM-029,Uncertainty / Ambiguity Aversion,APP-01123,EV-4e7a17220cdc,accepted_no_show,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_1,BM-029,Uncertainty / Ambiguity Aversion,APP-01123,EV-7fa6a207e232,accepted_no_show,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_2,BM-029,Uncertainty / Ambiguity Aversion,APP-01123,EV-ae2481893496,accepted_no_show,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_2,BM-029,Uncertainty / Ambiguity Aversion,APP-01123,EV-5a74946d7e0b,accepted_no_show,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_2,BM-002,Loss Aversion,APP-01123,EV-f6c2a8c84f5f,accepted_no_show,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
background_check,BM-002,Loss Aversion,APP-01124,EV-60103e914aea,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
screened,BM-006,Friction,APP-01125,EV-3811312839e6,rejected_by_client,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-006,Friction,APP-01125,EV-3427bbb7992b,rejected_by_client,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-006,Friction,APP-01125,EV-e4ff4c79a585,rejected_by_client,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_2,BM-006,Friction,APP-01125,EV-13753d8746c6,rejected_by_client,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_2,BM-006,Friction,APP-01125,EV-37af4cab2de8,rejected_by_client,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_2,BM-006,Friction,APP-01125,EV-6606ed9c6acd,rejected_by_client,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_extended,BM-006,Friction,APP-01125,EV-44dd5c7b42cb,rejected_by_client,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_extended,BM-023,Goal Gradient,APP-01125,EV-310b088c0e95,rejected_by_client,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_accepted,BM-006,Friction,APP-01125,EV-cd8e5f38fe26,rejected_by_client,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
unknown,BM-011,Reciprocity,APP-01130,EV-ebdaa2cbfc4d,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-020,Commitment / Consistency,APP-01130,EV-5c511df5e993,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_1,BM-011,Reciprocity,APP-01130,EV-392bff316fdc,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_accepted,BM-011,Reciprocity,APP-01130,EV-04efd09791e5,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_accepted,BM-018,Identity Signaling,APP-01130,EV-7356b55d0c15,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
background_check,BM-020,Commitment / Consistency,APP-01130,EV-f561695d900d,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
onboarding_docs_sent,BM-006,Friction,APP-01132,EV-6fca1967ee50,joined_on_time,False,HUMAN_REVIEWED
client_interview_1,BM-006,Friction,APP-01133,EV-a2b448243ff3,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_extended,BM-029,Uncertainty / Ambiguity Aversion,APP-01133,EV-53eedb788c52,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_accepted,BM-006,Friction,APP-01133,EV-4f68be5225b9,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_accepted,BM-006,Friction,APP-01133,EV-f97caf20d3f4,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
background_check,BM-006,Friction,APP-01133,EV-c90fa19bffc9,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
background_check,BM-006,Friction,APP-01133,EV-356e28730399,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-005,Choice Overload,APP-01135,EV-f98d185fa5c4,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_1,BM-029,Uncertainty / Ambiguity Aversion,APP-01135,EV-3233bdd41f2b,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_1,BM-005,Choice Overload,APP-01135,EV-a73a4f49acb3,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_2,BM-005,Choice Overload,APP-01135,EV-91cb09f337bf,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_2,BM-005,Choice Overload,APP-01135,EV-041f69a52e39,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
unknown,BM-006,Friction,APP-01136,EV-454732eb343a,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_1,BM-006,Friction,APP-01136,EV-b85d01e640a6,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_1,BM-006,Friction,APP-01136,EV-968b96f975f5,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_1,BM-002,Loss Aversion,APP-01136,EV-1b2065951775,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
screened,BM-006,Friction,APP-01140,EV-f92631f1379a,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-029,Uncertainty / Ambiguity Aversion,APP-01140,EV-8df4d64ce496,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-006,Friction,APP-01140,EV-b90984b9aeb0,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_1,BM-006,Friction,APP-01140,EV-89012dde9483,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_1,BM-006,Friction,APP-01140,EV-36da3816a00a,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_1,BM-006,Friction,APP-01140,EV-c49e35761989,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_1,BM-006,Friction,APP-01140,EV-38f18e759bac,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_2,BM-006,Friction,APP-01140,EV-2d6c197f475d,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_extended,BM-006,Friction,APP-01140,EV-b37be6617f46,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
background_check,BM-006,Friction,APP-01140,EV-ce623fe35178,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
unknown,BM-001,Status Quo Bias,APP-01141,EV-bd164a18d3ad,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
unknown,BM-014,Confirmation Bias,APP-01141,EV-28ec29d1f2e9,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
unknown,BM-001,Status Quo Bias,APP-01141,EV-4bba2b701f58,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
unknown,BM-014,Confirmation Bias,APP-01141,EV-4d262ea32f7a,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
screened,BM-001,Status Quo Bias,APP-01141,EV-0a5af3dd2fdd,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
screened,BM-014,Confirmation Bias,APP-01141,EV-f6ec49dbf722,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
screened,BM-001,Status Quo Bias,APP-01141,EV-35e23de3cbf8,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
screened,BM-014,Confirmation Bias,APP-01141,EV-6ec480400170,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_1,BM-001,Status Quo Bias,APP-01141,EV-ed580b74797b,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_1,BM-029,Uncertainty / Ambiguity Aversion,APP-01141,EV-545a18a642a3,declined_offer,True,HUMAN_REVIEWED
client_interview_1,BM-001,Status Quo Bias,APP-01141,EV-4ae623a9c945,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_1,BM-001,Status Quo Bias,APP-01141,EV-80f1d01d9100,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_extended,BM-001,Status Quo Bias,APP-01141,EV-89d0b9301edd,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_extended,BM-014,Confirmation Bias,APP-01141,EV-9a8fdd5329b0,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_extended,BM-001,Status Quo Bias,APP-01141,EV-1eb44cc3c505,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_extended,BM-014,Confirmation Bias,APP-01141,EV-8c148880011a,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_extended,BM-002,Loss Aversion,APP-01141,EV-bffae8857467,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
screened,BM-023,Goal Gradient,APP-01143,EV-1a45bead9e83,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-023,Goal Gradient,APP-01143,EV-21ac4ce5ce0f,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-023,Goal Gradient,APP-01143,EV-de15d41ff436,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
background_check,BM-001,Status Quo Bias,APP-01144,EV-c4ce7a815cbb,joined_late,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
background_check,BM-023,Goal Gradient,APP-01144,EV-d8299da1e9d8,joined_late,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
background_check,BM-001,Status Quo Bias,APP-01144,EV-99feadda3359,joined_late,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
onboarding_docs_sent,BM-023,Goal Gradient,APP-01144,EV-37ea40eadb29,joined_late,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
onboarding_docs_sent,BM-001,Status Quo Bias,APP-01144,EV-a04a9947f624,joined_late,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-029,Uncertainty / Ambiguity Aversion,APP-01146,EV-aac6bc57e9cf,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-006,Friction,APP-01146,EV-ca0591bae60d,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-006,Friction,APP-01146,EV-e4577b4184ac,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-006,Friction,APP-01146,EV-db17b5c6921d,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-029,Uncertainty / Ambiguity Aversion,APP-01146,EV-e359f8be60fc,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-006,Friction,APP-01146,EV-a958d6f1f7e3,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_1,BM-029,Uncertainty / Ambiguity Aversion,APP-01146,EV-3072180315af,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_1,BM-001,Status Quo Bias,APP-01146,EV-cda0dcb23d58,withdrew_post_acceptance,True,HUMAN_REVIEWED
client_interview_1,BM-006,Friction,APP-01146,EV-fd3e70cc13a2,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_1,BM-006,Friction,APP-01146,EV-e4e77d5f8480,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_extended,BM-006,Friction,APP-01146,EV-67b9e179fd80,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_extended,BM-006,Friction,APP-01146,EV-9533dec787f3,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_extended,BM-006,Friction,APP-01146,EV-9e4d22a16537,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_extended,BM-006,Friction,APP-01146,EV-0ea218146d97,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_accepted,BM-006,Friction,APP-01146,EV-3f665358a327,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_accepted,BM-002,Loss Aversion,APP-01146,EV-dc459cf2fad3,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_1,BM-006,Friction,APP-01147,EV-0b7dd9c4bfe4,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_1,BM-006,Friction,APP-01147,EV-4c6016a490df,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_1,BM-006,Friction,APP-01147,EV-d8fc0917e0bc,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
background_check,BM-006,Friction,APP-01147,EV-1d20d7c2e985,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
screened,BM-006,Friction,APP-01148,EV-5d583cf9cf99,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
screened,BM-006,Friction,APP-01148,EV-35359e863f4a,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-006,Friction,APP-01148,EV-3ebb4902ed9a,withdrew_post_acceptance,True,HUMAN_REVIEWED
submitted,BM-006,Friction,APP-01148,EV-b163b3c5b5bc,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_2,BM-006,Friction,APP-01148,EV-de2ac16bece7,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_2,BM-006,Friction,APP-01148,EV-76da056f97e3,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-001,Status Quo Bias,APP-01150,EV-366d14e8e733,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_1,BM-029,Uncertainty / Ambiguity Aversion,APP-01150,EV-48da62017ed3,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_accepted,BM-001,Status Quo Bias,APP-01150,EV-e343f5220b63,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
background_check,BM-001,Status Quo Bias,APP-01150,EV-9b2a8eb495d7,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
background_check,BM-029,Uncertainty / Ambiguity Aversion,APP-01150,EV-0c2f3b1111d3,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
screened,BM-029,Uncertainty / Ambiguity Aversion,APP-01151,EV-47fd0e05a93e,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_1,BM-029,Uncertainty / Ambiguity Aversion,APP-01151,EV-3bd72afa14f8,joined_on_time,False,HUMAN_REVIEWED
client_interview_1,BM-029,Uncertainty / Ambiguity Aversion,APP-01151,EV-5f5811ac0dc3,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
background_check,BM-029,Uncertainty / Ambiguity Aversion,APP-01151,EV-1d0d43ec119f,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
background_check,BM-029,Uncertainty / Ambiguity Aversion,APP-01151,EV-4b80535fde75,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
onboarding_docs_sent,BM-029,Uncertainty / Ambiguity Aversion,APP-01151,EV-eff8f3502733,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
onboarding_docs_sent,BM-029,Uncertainty / Ambiguity Aversion,APP-01151,EV-390637df2c2d,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
onboarding_docs_sent,BM-029,Uncertainty / Ambiguity Aversion,APP-01151,EV-f63a545a5411,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-011,Reciprocity,APP-01152,EV-27d81997f7ed,joined_late,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
screened,BM-029,Uncertainty / Ambiguity Aversion,APP-01155,EV-d87c66d78608,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-029,Uncertainty / Ambiguity Aversion,APP-01155,EV-3d713b178a15,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-029,Uncertainty / Ambiguity Aversion,APP-01155,EV-244d757c42c8,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_2,BM-029,Uncertainty / Ambiguity Aversion,APP-01155,EV-4103616d36b9,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_2,BM-029,Uncertainty / Ambiguity Aversion,APP-01155,EV-4c4a45f2ca34,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_2,BM-029,Uncertainty / Ambiguity Aversion,APP-01155,EV-f64895f5cd69,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-005,Choice Overload,APP-01157,EV-2ec272d1e77e,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-005,Choice Overload,APP-01157,EV-d7f110752e11,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-029,Uncertainty / Ambiguity Aversion,APP-01157,EV-bbdc1d3104d9,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-005,Choice Overload,APP-01157,EV-2a29e732c5ba,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-005,Choice Overload,APP-01157,EV-147fc2991a09,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_1,BM-005,Choice Overload,APP-01157,EV-302694be806b,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_1,BM-005,Choice Overload,APP-01157,EV-0889f60d757f,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_1,BM-029,Uncertainty / Ambiguity Aversion,APP-01157,EV-c84ce88c76fb,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_1,BM-005,Choice Overload,APP-01157,EV-638523dd036b,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
screened,BM-001,Status Quo Bias,APP-01158,EV-232e5a9892a3,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-001,Status Quo Bias,APP-01158,EV-5c6f4f5ab91c,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_extended,BM-001,Status Quo Bias,APP-01158,EV-5b7267f44d3f,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_extended,BM-029,Uncertainty / Ambiguity Aversion,APP-01158,EV-df7921428131,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_accepted,BM-001,Status Quo Bias,APP-01158,EV-4bf6870af5ae,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
screened,BM-006,Friction,APP-01161,EV-b4625f079731,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-006,Friction,APP-01161,EV-a61e15b21e9a,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-006,Friction,APP-01161,EV-05da564316c9,joined_on_time,False,HUMAN_REVIEWED
submitted,BM-006,Friction,APP-01161,EV-006b140ebccc,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-006,Friction,APP-01161,EV-21dfc9b70625,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_accepted,BM-006,Friction,APP-01161,EV-3d0d728fc3b0,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_accepted,BM-006,Friction,APP-01161,EV-5211128cb6a8,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
background_check,BM-006,Friction,APP-01161,EV-61176bf0c505,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
background_check,BM-006,Friction,APP-01161,EV-4f90b0b2bc80,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
background_check,BM-006,Friction,APP-01161,EV-0771026c254a,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_1,BM-001,Status Quo Bias,APP-01165,EV-b31ebb4fe214,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_accepted,BM-001,Status Quo Bias,APP-01165,EV-4fbc414c3063,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_accepted,BM-001,Status Quo Bias,APP-01165,EV-d841445115e1,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_accepted,BM-001,Status Quo Bias,APP-01165,EV-503e39a01466,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-029,Uncertainty / Ambiguity Aversion,APP-01166,EV-2117267e74c5,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-029,Uncertainty / Ambiguity Aversion,APP-01166,EV-f8e4c1200b21,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-029,Uncertainty / Ambiguity Aversion,APP-01166,EV-9646081edd59,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-029,Uncertainty / Ambiguity Aversion,APP-01166,EV-e114f76acb72,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
screened,BM-006,Friction,APP-01167,EV-d6d8d3f0846f,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_2,BM-029,Uncertainty / Ambiguity Aversion,APP-01168,EV-b99e5231c3e0,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
client_interview_2,BM-029,Uncertainty / Ambiguity Aversion,APP-01168,EV-5d6098a3ddb1,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_accepted,BM-029,Uncertainty / Ambiguity Aversion,APP-01168,EV-eb54359693d3,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_accepted,BM-029,Uncertainty / Ambiguity Aversion,APP-01168,EV-c2289edce816,withdrew_post_acceptance,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
submitted,BM-029,Uncertainty / Ambiguity Aversion,APP-01170,EV-53f12c562b93,declined_offer,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_extended,BM-029,Uncertainty / Ambiguity Aversion,APP-01171,EV-185b5bdaf85a,rejected_by_client,True,HUMAN_REVIEWED
submitted,BM-011,Reciprocity,APP-01172,EV-16e29911f6e8,joined_on_time,False,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
unknown,BM-002,Loss Aversion,APP-01175,EV-30842ca13549,accepted_no_show,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
offer_extended,BM-029,Uncertainty / Ambiguity Aversion,APP-01175,EV-68ff1034894c,accepted_no_show,True,MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
