event_id,application_id,stage_name,stage_timestamp,days_in_prior_stage
EVT-007413,APP-01082,submitted,2024-08-03,2
EVT-007414,APP-01082,client_interview_1,2024-08-08,5
EVT-007415,APP-01082,client_interview_2,2024-08-13,5
EVT-007416,APP-01082,offer_extended,2024-08-16,3
EVT-007417,APP-01083,screened,2024-10-16,0
EVT-007418,APP-01083,submitted,2024-10-18,2
EVT-007419,APP-01083,client_interview_1,2024-11-02,15
EVT-007420,APP-01083,offer_extended,2024-11-07,5
EVT-007421,APP-01084,screened,2024-11-04,0
EVT-007422,APP-01084,submitted,2024-11-08,4
EVT-007423,APP-01084,client_interview_1,2024-11-17,9
EVT-007424,APP-01084,offer_extended,2024-11-22,5
EVT-007425,APP-01084,offer_accepted,2024-11-22,0
EVT-007426,APP-01084,onboarding_docs_sent,2024-12-06,14
EVT-007427,APP-01084,start_date,2024-12-08,2
EVT-007428,APP-01085,screened,2024-11-23,0
EVT-007429,APP-01085,submitted,2024-11-25,2
EVT-007430,APP-01085,client_interview_1,2024-12-10,15
EVT-007431,APP-01085,client_interview_2,2024-12-12,2
EVT-007432,APP-01085,offer_extended,2024-12-23,11
EVT-007433,APP-01085,offer_accepted,2024-12-28,5
EVT-007434,APP-01085,background_check,2025-01-02,5
EVT-007435,APP-01085,onboarding_docs_sent,2025-01-10,8
EVT-007436,APP-01085,start_date,2025-01-12,2
EVT-007437,APP-01086,screened,2024-12-19,0
EVT-007438,APP-01086,client_interview_1,2024-12-22,3
EVT-007439,APP-01086,submitted,2024-12-23,1
EVT-007440,APP-01086,offer_extended,2024-12-24,1
EVT-007441,APP-01087,screened,2025-04-09,0
EVT-007442,APP-01087,submitted,2025-04-10,1
EVT-007443,APP-01087,client_interview_1,2025-04-21,11
EVT-007444,APP-01087,client_interview_2,2025-04-27,6
EVT-007445,APP-01087,offer_extended,2025-04-30,3
EVT-007446,APP-01087,offer_accepted,2025-05-05,5
EVT-007447,APP-01087,start_date,2025-05-12,7
EVT-007448,APP-01088,screened,2025-06-17,0
EVT-007449,APP-01088,submitted,2025-06-20,3
EVT-007450,APP-01088,client_interview_1,2025-06-24,4
EVT-007451,APP-01088,offer_extended,2025-07-01,7
EVT-007452,APP-01088,offer_accepted,2025-07-05,4
EVT-007453,APP-01088,background_check,2025-07-07,2
EVT-007454,APP-01089,screened,2024-05-17,0
EVT-007455,APP-01089,submitted,2024-05-19,2
EVT-007456,APP-01089,client_interview_1,2024-05-26,7
EVT-007457,APP-01089,client_interview_2,2024-06-05,10
EVT-007458,APP-01089,offer_extended,2024-06-08,3
EVT-007459,APP-01089,offer_accepted,2024-06-12,4
EVT-007460,APP-01089,onboarding_docs_sent,2024-06-26,14
EVT-007461,APP-01089,start_date,2024-07-01,5
EVT-007462,APP-01090,screened,2024-06-03,0
EVT-007463,APP-01090,submitted,2024-06-07,4
EVT-007464,APP-01090,client_interview_1,2024-06-07,0
EVT-007465,APP-01090,offer_extended,2024-06-14,7
EVT-007466,APP-01090,offer_accepted,2024-06-14,0
EVT-007467,APP-01090,background_check,2024-06-16,2
EVT-007468,APP-01090,start_date,2024-07-09,23
EVT-007469,APP-01091,screened,2024-10-30,0
EVT-007470,APP-01091,submitted,2024-11-02,3
EVT-007471,APP-01091,client_interview_1,2024-11-15,13
EVT-007472,APP-01091,offer_extended,2024-11-18,3
EVT-007473,APP-01091,offer_accepted,2024-11-23,5
EVT-007474,APP-01091,background_check,2024-11-27,4
EVT-007475,APP-01091,start_date,2024-12-18,21
EVT-007476,APP-01092,screened,2024-03-28,0
EVT-007477,APP-01092,submitted,2024-03-30,2
EVT-007478,APP-01092,client_interview_1,2024-04-06,7
EVT-007479,APP-01092,offer_extended,2024-04-10,4
EVT-007480,APP-01092,offer_accepted,2024-04-13,3
EVT-007481,APP-01092,onboarding_docs_sent,2024-04-19,6
EVT-007482,APP-01092,start_date,2024-04-28,9
EVT-007483,APP-01093,screened,2024-11-11,0
EVT-007484,APP-01093,submitted,2024-11-15,4
EVT-007485,APP-01093,client_interview_1,2024-11-18,3
EVT-007486,APP-01093,offer_extended,2024-11-20,2
EVT-007487,APP-01093,offer_accepted,2024-11-22,2
EVT-007488,APP-01093,background_check,2024-11-24,2
EVT-007489,APP-01094,screened,2024-12-25,0
EVT-007490,APP-01094,submitted,2024-12-29,4
EVT-007491,APP-01094,client_interview_1,2024-12-29,0
EVT-007492,APP-01094,offer_extended,2025-01-15,17
EVT-007493,APP-01094,offer_accepted,2025-01-18,3
EVT-007494,APP-01094,background_check,2025-01-23,5
EVT-007495,APP-01095,screened,2025-03-29,0
EVT-007496,APP-01095,submitted,2025-04-01,3
EVT-007497,APP-01095,client_interview_1,2025-04-04,3
EVT-007498,APP-01095,offer_extended,2025-04-13,9
EVT-007499,APP-01096,screened,2025-04-22,0
EVT-007500,APP-01096,submitted,2025-04-25,3
EVT-007501,APP-01096,client_interview_1,2025-05-02,7
EVT-007502,APP-01096,client_interview_2,2025-05-04,2
EVT-007503,APP-01096,offer_extended,2025-05-14,10
EVT-007504,APP-01097,screened,2025-01-06,0
EVT-007505,APP-01097,submitted,2025-01-08,2
EVT-007506,APP-01097,client_interview_1,2025-01-10,2
EVT-007507,APP-01097,client_interview_2,2025-01-18,8
EVT-007508,APP-01097,offer_extended,2025-01-24,6
EVT-007509,APP-01097,offer_accepted,2025-01-29,5
EVT-007510,APP-01098,screened,2024-06-10,0
EVT-007511,APP-01098,submitted,2024-06-12,2
EVT-007512,APP-01098,client_interview_1,2024-07-01,19
EVT-007513,APP-01098,offer_extended,2024-07-18,17
EVT-007514,APP-01099,screened,2024-09-18,0
EVT-007515,APP-01099,submitted,2024-09-19,1
EVT-007516,APP-01099,client_interview_1,2024-09-21,2
EVT-007517,APP-01099,offer_extended,2024-10-01,10
EVT-007518,APP-01099,offer_accepted,2024-10-06,5
EVT-007519,APP-01099,background_check,2024-10-11,5
EVT-007520,APP-01099,onboarding_docs_sent,2024-11-02,22
EVT-007521,APP-01099,start_date,2024-11-05,3
EVT-007522,APP-01100,screened,2025-01-02,0
EVT-007523,APP-01100,submitted,2025-01-04,2
EVT-007524,APP-01100,client_interview_1,2025-01-18,14
EVT-007525,APP-01100,offer_extended,2025-02-03,16
EVT-007526,APP-01101,screened,2025-03-13,0
EVT-007527,APP-01101,submitted,2025-03-17,4
EVT-007528,APP-01101,client_interview_1,2025-04-01,15
EVT-007529,APP-01101,offer_extended,2025-04-07,6
EVT-007530,APP-01101,offer_accepted,2025-04-07,0
EVT-007531,APP-01102,screened,2024-12-15,0
EVT-007532,APP-01102,submitted,2024-12-16,1
EVT-007533,APP-01102,client_interview_1,2024-12-24,8
EVT-007534,APP-01102,client_interview_2,2024-12-27,3
EVT-007535,APP-01102,offer_extended,2025-01-09,13
EVT-007536,APP-01103,screened,2024-03-23,0
EVT-007537,APP-01103,submitted,2024-03-27,4
EVT-007538,APP-01103,client_interview_1,2024-04-08,12
EVT-007539,APP-01103,offer_extended,2024-04-16,8
EVT-007540,APP-01103,offer_accepted,2024-04-17,1
EVT-007541,APP-01103,onboarding_docs_sent,2024-05-13,26
EVT-007542,APP-01103,start_date,2024-05-17,4
EVT-007543,APP-01104,screened,2024-09-14,0
EVT-007544,APP-01104,submitted,2024-09-16,2
EVT-007545,APP-01104,client_interview_1,2024-10-03,17
EVT-007546,APP-01104,offer_extended,2024-10-21,18
EVT-007547,APP-01104,offer_accepted,2024-10-21,0
EVT-007548,APP-01104,background_check,2024-10-27,6
EVT-007549,APP-01104,onboarding_docs_sent,2024-11-20,24
EVT-007550,APP-01105,screened,2024-10-07,0
EVT-007551,APP-01105,submitted,2024-10-11,4
EVT-007552,APP-01105,client_interview_1,2024-10-13,2
EVT-007553,APP-01105,offer_extended,2024-10-22,9
EVT-007554,APP-01105,offer_accepted,2024-10-28,6
EVT-007555,APP-01105,background_check,2024-10-31,3
EVT-007556,APP-01105,onboarding_docs_sent,2024-11-19,19
EVT-007557,APP-01105,start_date,2024-11-25,6
EVT-007558,APP-01106,screened,2025-06-15,0
EVT-007559,APP-01106,submitted,2025-06-16,1
EVT-007560,APP-01106,client_interview_1,2025-06-30,14
EVT-007561,APP-01106,client_interview_2,2025-07-06,6
EVT-007562,APP-01106,offer_extended,2025-07-17,11
EVT-007563,APP-01106,offer_accepted,2025-07-20,3
EVT-007564,APP-01106,background_check,2025-07-22,2
EVT-007565,APP-01106,onboarding_docs_sent,2025-08-04,13
EVT-007566,APP-01106,start_date,2025-08-06,2
EVT-007567,APP-01107,screened,2024-11-20,0
EVT-007568,APP-01107,submitted,2024-11-24,4
EVT-007569,APP-01107,client_interview_1,2024-11-24,0
EVT-007570,APP-01107,offer_extended,2024-11-27,3
EVT-007571,APP-01107,offer_accepted,2024-12-03,6
EVT-007572,APP-01107,background_check,2024-12-11,8
EVT-007573,APP-01107,start_date,2024-12-20,9
EVT-007574,APP-01108,screened,2024-05-23,0
EVT-007575,APP-01108,submitted,2024-05-26,3
EVT-007576,APP-01108,client_interview_1,2024-05-31,5
EVT-007577,APP-01108,client_interview_2,2024-06-07,7
EVT-007578,APP-01108,offer_extended,2024-06-09,2
EVT-007579,APP-01108,offer_accepted,2024-06-15,6
EVT-007580,APP-01108,background_check,2024-06-19,4
EVT-007581,APP-01108,onboarding_docs_sent,2024-06-27,8
EVT-007582,APP-01108,start_date,2024-06-29,2
EVT-007583,APP-01109,screened,2024-10-13,0
EVT-007584,APP-01109,submitted,2024-10-17,4
EVT-007585,APP-01109,client_interview_1,2024-10-19,2
EVT-007586,APP-01109,offer_extended,2024-10-27,8
EVT-007587,APP-01109,offer_accepted,2024-10-30,3
EVT-007588,APP-01109,start_date,2024-11-10,11
EVT-007589,APP-01110,screened,2024-08-07,0
EVT-007590,APP-01110,submitted,2024-08-08,1
EVT-007591,APP-01110,client_interview_1,2024-08-24,16
EVT-007592,APP-01110,offer_extended,2024-09-02,9
EVT-007593,APP-01111,screened,2024-09-04,0
EVT-007594,APP-01111,submitted,2024-09-05,1
EVT-007595,APP-01111,client_interview_1,2024-09-16,11
EVT-007596,APP-01111,offer_extended,2024-09-26,10
EVT-007597,APP-01111,offer_accepted,2024-09-26,0
EVT-007598,APP-01111,background_check,2024-09-29,3
EVT-007599,APP-01111,onboarding_docs_sent,2024-10-13,14
EVT-007600,APP-01111,start_date,2024-10-18,5
EVT-007601,APP-01112,screened,2024-10-26,0
EVT-007602,APP-01112,submitted,2024-10-29,3
EVT-007603,APP-01112,client_interview_1,2024-11-04,6
EVT-007604,APP-01112,client_interview_2,2024-11-11,7
EVT-007605,APP-01112,offer_extended,2024-11-13,2
EVT-007606,APP-01112,offer_accepted,2024-11-17,4
EVT-007607,APP-01112,background_check,2024-11-19,2
EVT-007608,APP-01112,onboarding_docs_sent,2024-11-21,2
EVT-007609,APP-01112,start_date,2024-12-01,10
EVT-007610,APP-01113,screened,2025-06-01,0
EVT-007611,APP-01113,submitted,2025-06-05,4
EVT-007612,APP-01113,client_interview_1,2025-06-16,11
EVT-007613,APP-01113,offer_extended,2025-07-01,15
EVT-007614,APP-01113,offer_accepted,2025-07-04,3
EVT-007615,APP-01113,background_check,2025-07-08,4
EVT-007616,APP-01113,onboarding_docs_sent,2025-07-10,2
EVT-007617,APP-01113,start_date,2025-08-04,25
EVT-007618,APP-01114,screened,2025-04-08,0
EVT-007619,APP-01114,submitted,2025-04-11,3
EVT-007620,APP-01114,client_interview_1,2025-04-17,6
EVT-007621,APP-01114,offer_extended,2025-04-30,13
EVT-007622,APP-01114,offer_accepted,2025-04-30,0
EVT-007623,APP-01114,background_check,2025-05-07,7
EVT-007624,APP-01115,screened,2025-03-28,0
EVT-007625,APP-01115,submitted,2025-03-30,2
EVT-007626,APP-01115,client_interview_1,2025-04-02,3
EVT-007627,APP-01115,offer_extended,2025-04-19,17
EVT-007628,APP-01115,offer_accepted,2025-04-23,4
EVT-007629,APP-01115,background_check,2025-04-27,4
EVT-007630,APP-01115,onboarding_docs_sent,2025-05-14,17
EVT-007631,APP-01116,screened,2025-01-20,0
EVT-007632,APP-01116,submitted,2025-01-21,1
EVT-007633,APP-01116,client_interview_1,2025-01-23,2
EVT-007634,APP-01116,offer_extended,2025-01-28,5
EVT-007635,APP-01116,offer_accepted,2025-02-01,4
EVT-007636,APP-01116,background_check,2025-02-09,8
EVT-007637,APP-01117,screened,2024-11-18,0
EVT-007638,APP-01117,submitted,2024-11-21,3
EVT-007639,APP-01117,client_interview_1,2024-12-08,17
EVT-007640,APP-01117,offer_extended,2024-12-23,15
EVT-007641,APP-01117,offer_accepted,2024-12-29,6
EVT-007642,APP-01117,background_check,2024-12-31,2
EVT-007643,APP-01118,screened,2024-12-06,0
EVT-007644,APP-01118,submitted,2024-12-10,4
EVT-007645,APP-01118,client_interview_1,2024-12-22,12
EVT-007646,APP-01118,offer_extended,2024-12-24,2
EVT-007647,APP-01118,offer_accepted,2024-12-25,1
EVT-007648,APP-01118,onboarding_docs_sent,2025-01-19,25
EVT-007649,APP-01119,screened,2025-02-01,0
EVT-007650,APP-01119,submitted,2025-02-05,4
EVT-007651,APP-01119,client_interview_1,2025-02-09,4
EVT-007652,APP-01119,offer_extended,2025-02-22,13
EVT-007653,APP-01119,offer_accepted,2025-02-28,6
EVT-007654,APP-01119,background_check,2025-03-02,2
EVT-007655,APP-01119,onboarding_docs_sent,2025-03-24,22
EVT-007656,APP-01119,start_date,2025-03-25,1
EVT-007657,APP-01120,screened,2024-03-01,0
EVT-007658,APP-01120,submitted,2024-03-03,2
EVT-007659,APP-01120,client_interview_1,2024-03-10,7
EVT-007660,APP-01120,offer_extended,2024-03-17,7
EVT-007661,APP-01120,offer_accepted,2024-03-18,1
EVT-007662,APP-01120,background_check,2024-03-19,1
EVT-007663,APP-01121,screened,2024-12-05,0
EVT-007664,APP-01121,submitted,2024-12-08,3
EVT-007665,APP-01121,client_interview_1,2024-12-13,5
EVT-007666,APP-01121,offer_extended,2024-12-30,17
EVT-007667,APP-01122,screened,2024-10-24,0
EVT-007668,APP-01122,submitted,2024-10-27,3
EVT-007669,APP-01122,client_interview_1,2024-11-05,9
EVT-007670,APP-01122,offer_extended,2024-11-17,12
EVT-007671,APP-01122,offer_accepted,2024-11-21,4
EVT-007672,APP-01122,background_check,2024-11-24,3
EVT-007673,APP-01123,screened,2024-05-30,0
EVT-007674,APP-01123,submitted,2024-06-01,2
EVT-007675,APP-01123,client_interview_1,2024-06-16,15
EVT-007676,APP-01123,client_interview_2,2024-06-26,10
EVT-007677,APP-01123,offer_extended,2024-06-29,3
EVT-007678,APP-01123,offer_accepted,2024-07-05,6
EVT-007679,APP-01123,background_check,2024-07-11,6
EVT-007680,APP-01124,screened,2024-12-03,0
EVT-007681,APP-01124,submitted,2024-12-04,1
EVT-007682,APP-01124,client_interview_1,2024-12-21,17
EVT-007683,APP-01124,client_interview_2,2024-12-31,10
EVT-007684,APP-01124,offer_extended,2025-01-01,1
EVT-007685,APP-01124,offer_accepted,2025-01-07,6
EVT-007686,APP-01124,background_check,2025-01-12,5
EVT-007687,APP-01125,screened,2025-06-23,0
EVT-007688,APP-01125,submitted,2025-06-26,3
EVT-007689,APP-01125,client_interview_1,2025-07-08,12
EVT-007690,APP-01125,client_interview_2,2025-07-12,4
EVT-007691,APP-01125,offer_extended,2025-07-18,6
EVT-007692,APP-01125,offer_accepted,2025-07-19,1
EVT-007693,APP-01125,background_check,2025-07-28,9
EVT-007694,APP-01126,screened,2024-10-11,0
EVT-007695,APP-01126,submitted,2024-10-14,3
EVT-007696,APP-01126,client_interview_1,2024-10-21,7
EVT-007697,APP-01126,offer_extended,2024-10-25,4
EVT-007698,APP-01127,screened,2024-12-17,0
EVT-007699,APP-01127,submitted,2024-12-20,3
EVT-007700,APP-01127,client_interview_1,2024-12-25,5
EVT-007701,APP-01127,offer_extended,2025-01-03,9
EVT-007702,APP-01127,offer_accepted,2025-01-04,1
EVT-007703,APP-01127,background_check,2025-01-09,5
EVT-007704,APP-01127,onboarding_docs_sent,2025-01-16,7
EVT-007705,APP-01127,start_date,2025-01-20,4
EVT-007706,APP-01128,screened,2025-04-16,0
EVT-007707,APP-01128,submitted,2025-04-19,3
EVT-007708,APP-01128,client_interview_1,2025-05-02,13
EVT-007709,APP-01128,offer_extended,2025-05-17,15
EVT-007710,APP-01128,offer_accepted,2025-05-21,4
EVT-007711,APP-01128,background_check,2025-05-24,3
EVT-007712,APP-01128,onboarding_docs_sent,2025-06-07,14
EVT-007713,APP-01128,start_date,2025-06-14,7
EVT-007714,APP-01129,screened,2024-05-05,0
EVT-007715,APP-01129,submitted,2024-05-06,1
EVT-007716,APP-01129,client_interview_1,2024-05-17,11
EVT-007717,APP-01129,client_interview_2,2024-05-19,2
EVT-007718,APP-01129,offer_extended,2024-05-27,8
EVT-007719,APP-01129,offer_accepted,2024-06-01,5
EVT-007720,APP-01129,background_check,2024-06-02,1
EVT-007721,APP-01129,onboarding_docs_sent,2024-06-29,27
EVT-007722,APP-01129,start_date,2024-07-01,2
EVT-007723,APP-01130,screened,2024-03-23,0
EVT-007724,APP-01130,submitted,2024-03-27,4
EVT-007725,APP-01130,client_interview_1,2024-03-30,3
EVT-007726,APP-01130,client_interview_2,2024-04-08,9
EVT-007727,APP-01130,offer_extended,2024-04-11,3
EVT-007728,APP-01130,offer_accepted,2024-04-15,4
EVT-007729,APP-01130,background_check,2024-04-21,6
EVT-007730,APP-01130,start_date,2024-05-01,10
EVT-007731,APP-01131,screened,2025-03-17,0
EVT-007732,APP-01131,submitted,2025-03-21,4
EVT-007733,APP-01131,client_interview_1,2025-03-21,0
EVT-007734,APP-01131,offer_extended,2025-03-26,5
EVT-007735,APP-01131,offer_accepted,2025-04-01,6
EVT-007736,APP-01131,background_check,2025-04-04,3
EVT-007737,APP-01132,screened,2025-06-09,0
EVT-007738,APP-01132,submitted,2025-06-12,3
EVT-007739,APP-01132,client_interview_1,2025-06-29,17
EVT-007740,APP-01132,client_interview_2,2025-07-05,6
EVT-007741,APP-01132,offer_extended,2025-07-08,3
EVT-007742,APP-01132,offer_accepted,2025-07-11,3
EVT-007743,APP-01132,background_check,2025-07-14,3
EVT-007744,APP-01132,onboarding_docs_sent,2025-07-23,9
EVT-007745,APP-01132,start_date,2025-07-27,4
EVT-007746,APP-01133,screened,2024-11-25,0
EVT-007747,APP-01133,submitted,2024-11-26,1
EVT-007748,APP-01133,client_interview_1,2024-12-02,6
EVT-007749,APP-01133,offer_extended,2024-12-04,2
EVT-007750,APP-01133,offer_accepted,2024-12-08,4
EVT-007751,APP-01133,background_check,2024-12-15,7
EVT-007752,APP-01133,start_date,2024-12-29,14
EVT-007753,APP-01134,screened,2024-11-06,0
EVT-007754,APP-01134,submitted,2024-11-10,4
EVT-007755,APP-01134,client_interview_1,2024-11-16,6
EVT-007756,APP-01134,offer_extended,2024-11-26,10
EVT-007757,APP-01134,offer_accepted,2024-12-01,5
EVT-007758,APP-01134,start_date,2024-12-07,6
EVT-007759,APP-01135,screened,2024-12-09,0
EVT-007760,APP-01135,submitted,2024-12-13,4
EVT-007761,APP-01135,client_interview_1,2024-12-21,8
EVT-007762,APP-01135,client_interview_2,2024-12-24,3
EVT-007763,APP-01135,offer_extended,2025-01-02,9
EVT-007764,APP-01136,screened,2024-10-22,0
EVT-007765,APP-01136,submitted,2024-10-24,2
EVT-007766,APP-01136,client_interview_1,2024-10-24,0
EVT-007767,APP-01136,client_interview_2,2024-11-02,9
EVT-007768,APP-01136,offer_extended,2024-11-06,4
EVT-007769,APP-01137,screened,2024-07-17,0
EVT-007770,APP-01137,submitted,2024-07-21,4
EVT-007771,APP-01137,client_interview_1,2024-07-24,3
EVT-007772,APP-01137,offer_extended,2024-07-31,7
EVT-007773,APP-01137,offer_accepted,2024-08-06,6
EVT-007774,APP-01137,background_check,2024-08-07,1
EVT-007775,APP-01137,onboarding_docs_sent,2024-08-14,7
EVT-007776,APP-01138,screened,2025-03-10,0
EVT-007777,APP-01138,submitted,2025-03-13,3
EVT-007778,APP-01138,client_interview_1,2025-03-22,9
EVT-007779,APP-01138,offer_extended,2025-04-06,15
EVT-007780,APP-01138,offer_accepted,2025-04-09,3
EVT-007781,APP-01139,screened,2024-02-19,0
EVT-007782,APP-01139,submitted,2024-02-21,2
EVT-007783,APP-01139,client_interview_1,2024-02-29,8
EVT-007784,APP-01139,offer_extended,2024-03-17,17
EVT-007785,APP-01139,offer_accepted,2024-03-17,0
EVT-007786,APP-01139,background_check,2024-03-22,5
EVT-007787,APP-01139,onboarding_docs_sent,2024-03-31,9
EVT-007788,APP-01139,start_date,2024-04-01,1
EVT-007789,APP-01140,screened,2024-11-13,0
EVT-007790,APP-01140,submitted,2024-11-17,4
EVT-007791,APP-01140,client_interview_1,2024-11-19,2
EVT-007792,APP-01140,client_interview_2,2024-11-25,6
EVT-007793,APP-01140,offer_extended,2024-12-07,12
EVT-007794,APP-01140,offer_accepted,2024-12-09,2
EVT-007795,APP-01140,onboarding_docs_sent,2024-12-15,6
EVT-007796,APP-01140,background_check,2024-12-16,1
EVT-007797,APP-01140,start_date,2024-12-18,2
EVT-007798,APP-01141,screened,2024-05-23,0
EVT-007799,APP-01141,client_interview_1,2024-05-25,2
EVT-007800,APP-01141,submitted,2024-05-27,2
EVT-007801,APP-01141,offer_extended,2024-05-27,0
EVT-007802,APP-01142,screened,2024-10-25,0
EVT-007803,APP-01142,submitted,2024-10-27,2
EVT-007804,APP-01142,client_interview_1,2024-11-12,16
EVT-007805,APP-01142,offer_extended,2024-11-20,8
EVT-007806,APP-01143,screened,2024-11-12,0
EVT-007807,APP-01143,submitted,2024-11-15,3
EVT-007808,APP-01143,client_interview_1,2024-11-26,11
EVT-007809,APP-01143,offer_extended,2024-12-03,7
EVT-007810,APP-01143,offer_accepted,2024-12-07,4
EVT-007811,APP-01143,background_check,2024-12-13,6
EVT-007812,APP-01144,screened,2024-03-18,0
EVT-007813,APP-01144,submitted,2024-03-21,3
EVT-007814,APP-01144,client_interview_1,2024-03-30,9
EVT-007815,APP-01144,offer_extended,2024-04-04,5
EVT-007816,APP-01144,offer_accepted,2024-04-06,2
EVT-007817,APP-01144,background_check,2024-04-13,7
EVT-007818,APP-01144,onboarding_docs_sent,2024-04-30,17
EVT-007819,APP-01144,start_date,2024-05-13,13
EVT-007820,APP-01145,screened,2024-08-23,0
EVT-007821,APP-01145,submitted,2024-08-24,1
EVT-007822,APP-01145,client_interview_1,2024-09-02,9
EVT-007823,APP-01145,offer_extended,2024-09-18,16
EVT-007824,APP-01145,offer_accepted,2024-09-23,5
EVT-007825,APP-01145,background_check,2024-09-26,3
EVT-007826,APP-01145,onboarding_docs_sent,2024-10-11,15
EVT-007827,APP-01145,start_date,2024-10-15,4
EVT-007828,APP-01146,screened,2024-03-29,0
EVT-007829,APP-01146,submitted,2024-03-30,1
EVT-007830,APP-01146,client_interview_1,2024-04-16,17
EVT-007831,APP-01146,offer_extended,2024-04-24,8
EVT-007832,APP-01146,offer_accepted,2024-04-30,6
EVT-007833,APP-01147,screened,2025-01-12,0
EVT-007834,APP-01147,submitted,2025-01-14,2
EVT-007835,APP-01147,client_interview_1,2025-01-24,10
EVT-007836,APP-01147,offer_extended,2025-02-11,18
EVT-007837,APP-01147,offer_accepted,2025-02-15,4
EVT-007838,APP-01147,background_check,2025-02-17,2
EVT-007839,APP-01147,onboarding_docs_sent,2025-03-07,18
EVT-007840,APP-01147,start_date,2025-03-12,5
EVT-007841,APP-01148,screened,2024-12-09,0
EVT-007842,APP-01148,submitted,2024-12-13,4
EVT-007843,APP-01148,client_interview_1,2024-12-25,12
EVT-007844,APP-01148,client_interview_2,2024-12-29,4
EVT-007845,APP-01148,offer_extended,2025-01-08,10
EVT-007846,APP-01148,offer_accepted,2025-01-11,3
EVT-007847,APP-01148,background_check,2025-01-16,5
EVT-007848,APP-01149,screened,2024-12-26,0
EVT-007849,APP-01149,submitted,2024-12-30,4
EVT-007850,APP-01149,client_interview_1,2025-01-06,7
EVT-007851,APP-01149,client_interview_2,2025-01-08,2
EVT-007852,APP-01149,offer_extended,2025-01-09,1
EVT-007853,APP-01150,screened,2025-05-20,0
EVT-007854,APP-01150,submitted,2025-05-21,1
EVT-007855,APP-01150,client_interview_1,2025-05-24,3
EVT-007856,APP-01150,offer_extended,2025-05-26,2
EVT-007857,APP-01150,offer_accepted,2025-05-26,0
EVT-007858,APP-01150,background_check,2025-06-02,7
EVT-007859,APP-01150,onboarding_docs_sent,2025-06-08,6
EVT-007860,APP-01150,start_date,2025-06-14,6
EVT-007861,APP-01151,screened,2025-06-23,0
EVT-007862,APP-01151,submitted,2025-06-26,3
EVT-007863,APP-01151,client_interview_1,2025-07-05,9
EVT-007864,APP-01151,offer_extended,2025-07-08,3
EVT-007865,APP-01151,offer_accepted,2025-07-09,1
EVT-007866,APP-01151,background_check,2025-07-10,1
EVT-007867,APP-01151,onboarding_docs_sent,2025-07-15,5
EVT-007868,APP-01151,start_date,2025-07-21,6
EVT-007869,APP-01152,screened,2025-04-04,0
EVT-007870,APP-01152,submitted,2025-04-06,2
EVT-007871,APP-01152,client_interview_1,2025-04-19,13
EVT-007872,APP-01152,offer_extended,2025-04-27,8
EVT-007873,APP-01152,offer_accepted,2025-05-01,4
EVT-007874,APP-01152,background_check,2025-05-02,1
EVT-007875,APP-01152,onboarding_docs_sent,2025-05-21,19
EVT-007876,APP-01152,start_date,2025-06-18,28
EVT-007877,APP-01153,screened,2025-05-19,0
EVT-007878,APP-01153,submitted,2025-05-22,3
EVT-007879,APP-01153,client_interview_1,2025-05-27,5
EVT-007880,APP-01153,offer_extended,2025-06-08,12
EVT-007881,APP-01153,offer_accepted,2025-06-09,1
EVT-007882,APP-01153,background_check,2025-06-14,5
EVT-007883,APP-01154,screened,2025-03-20,0
EVT-007884,APP-01154,submitted,2025-03-23,3
EVT-007885,APP-01154,client_interview_1,2025-04-02,10
EVT-007886,APP-01154,client_interview_2,2025-04-06,4
EVT-007887,APP-01154,offer_extended,2025-04-13,7
EVT-007888,APP-01155,screened,2024-11-17,0
EVT-007889,APP-01155,submitted,2024-11-19,2
EVT-007890,APP-01155,client_interview_1,2024-11-25,6
EVT-007891,APP-01155,client_interview_2,2024-12-01,6
EVT-007892,APP-01155,offer_extended,2024-12-12,11
EVT-007893,APP-01155,offer_accepted,2024-12-14,2
EVT-007894,APP-01156,screened,2025-07-17,0
EVT-007895,APP-01156,submitted,2025-07-21,4
EVT-007896,APP-01156,client_interview_1,2025-07-22,1
EVT-007897,APP-01156,offer_extended,2025-07-27,5
EVT-007898,APP-01156,offer_accepted,2025-07-27,0
EVT-007899,APP-01156,background_check,2025-07-29,2
EVT-007900,APP-01157,screened,2024-11-21,0
EVT-007901,APP-01157,submitted,2024-11-23,2
EVT-007902,APP-01157,client_interview_1,2024-12-06,13
EVT-007903,APP-01157,offer_extended,2024-12-17,11
EVT-007904,APP-01158,screened,2025-02-17,0
EVT-007905,APP-01158,client_interview_1,2025-02-19,2
EVT-007906,APP-01158,submitted,2025-02-21,2
EVT-007907,APP-01158,offer_extended,2025-03-08,15
EVT-007908,APP-01158,offer_accepted,2025-03-09,1
EVT-007909,APP-01158,onboarding_docs_sent,2025-03-18,9
EVT-007910,APP-01158,start_date,2025-03-23,5
EVT-007911,APP-01159,screened,2024-09-09,0
EVT-007912,APP-01159,submitted,2024-09-12,3
EVT-007913,APP-01159,client_interview_1,2024-09-22,10
EVT-007914,APP-01159,offer_extended,2024-09-29,7
EVT-007915,APP-01159,offer_accepted,2024-09-29,0
EVT-007916,APP-01160,screened,2025-03-02,0
EVT-007917,APP-01160,submitted,2025-03-05,3
EVT-007918,APP-01160,client_interview_1,2025-03-18,13
EVT-007919,APP-01160,client_interview_2,2025-03-22,4
