candidate_id,application_id,requisition_id,client_account_id,recruiter_id,job_title,job_family,location_city,location_state,work_arrangement,contract_type,years_experience,application_source,pay_rate_prior,pay_rate_offered,application_date,interview_date,offer_date,offer_response_date,expected_start_date,actual_start_date,offer_extended,offer_accepted,final_disposition,disposition_date,notice_period_days,research_split
CAND-01113,APP-01148,REQ-00220,CLI-008,REC-007,Network Administrator,IT/Technology,Philadelphia,PA,hybrid,Contract-to-Hire,3.6,reapply,47.21,55.83,2024-12-09,2024-12-25,2025-01-08,2025-01-11,2025-01-30,,True,True,withdrew_post_acceptance,2025-01-14,0,discovery
CAND-01114,APP-01149,REQ-00078,CLI-001,REC-003,General Laborer,Light Industrial,Columbus,OH,onsite,Direct Hire,13.6,referral,18.89,20.31,2024-12-25,2025-01-06,2025-01-09,2025-01-13,2025-01-20,,True,False,declined_offer,2025-01-13,26,hypothesis_generation
CAND-01115,APP-01150,REQ-00202,CLI-004,REC-007,Software Engineer,IT/Technology,Houston,TX,onsite,W2 Contract,2.4,recruiter_sourced,57.92,59.75,2025-05-20,2025-05-24,2025-05-26,2025-05-26,2025-06-14,2025-06-14,True,True,joined_on_time,2025-06-14,9,discovery
CAND-01116,APP-01151,REQ-00051,CLI-006,REC-018,Executive Assistant,Administrative/Professional,Milwaukee,WI,hybrid,W2 Contract,6.6,recruiter_sourced,22.07,24.4,2025-06-21,2025-07-05,2025-07-08,2025-07-09,2025-07-21,2025-07-21,True,True,joined_on_time,2025-07-21,18,discovery
CAND-01117,APP-01152,REQ-00168,CLI-004,REC-008,Business Systems Analyst,IT/Technology,Houston,TX,remote,1099,6.6,recruiter_sourced,49.23,56.52,2025-04-01,2025-04-19,2025-04-27,2025-05-01,2025-05-27,2025-06-18,True,True,joined_late,2025-06-18,4,discovery
CAND-01118,APP-01153,REQ-00115,CLI-004,REC-004,Business Systems Analyst,IT/Technology,Columbus,OH,remote,W2 Contract,3.9,career_site,54.93,63.17,2025-05-17,2025-05-27,2025-06-08,2025-06-09,2025-06-30,,True,True,rejected_by_client,2025-06-17,7,held_out_test
CAND-01119,APP-01154,REQ-00087,CLI-001,REC-003,Machine Operator,Light Industrial,Jacksonville,FL,onsite,Contract-to-Hire,5.7,job_board,17.15,17.85,2025-03-17,2025-04-02,2025-04-13,2025-04-14,2025-05-13,,True,False,declined_offer,2025-04-14,2,discovery
CAND-01120,APP-01155,REQ-00227,CLI-011,REC-012,HR Coordinator,Administrative/Professional,Indianapolis,IN,onsite,W2 Contract,1.9,career_site,17.84,16.7,2024-11-16,2024-11-25,2024-12-12,2024-12-14,2025-01-10,,True,True,withdrew_post_acceptance,2024-12-15,9,discovery
CAND-01121,APP-01156,REQ-00135,CLI-010,REC-003,Receptionist,Administrative/Professional,Nashville,TN,hybrid,W2 Contract,6.6,job_board,20.19,22.32,2025-07-17,2025-07-22,2025-07-27,2025-07-27,2025-08-11,,True,True,withdrew_post_acceptance,2025-08-11,18,held_out_test
CAND-01122,APP-01157,REQ-00220,CLI-008,REC-004,Network Administrator,IT/Technology,Philadelphia,PA,hybrid,Contract-to-Hire,1.3,career_site,44.66,45.41,2024-11-21,2024-12-06,2024-12-17,2024-12-21,2025-01-05,,True,False,declined_offer,2024-12-21,15,discovery
CAND-01123,APP-01158,REQ-00170,CLI-002,REC-002,Pharmacy Technician,Healthcare,Memphis,TN,onsite,Contract-to-Hire,2.8,career_site,,30.96,2025-02-14,2025-02-19,2025-03-08,2025-03-09,2025-03-22,2025-03-23,True,True,joined_on_time,2025-03-23,4,discovery
CAND-01124,APP-01159,REQ-00145,CLI-010,REC-002,Office Coordinator,Administrative/Professional,Orlando,FL,onsite,Contract-to-Hire,2.8,job_board,16.58,20.51,2024-09-07,2024-09-22,2024-09-29,2024-09-29,2024-11-02,,True,True,withdrew_post_acceptance,2024-10-04,0,hypothesis_generation
CAND-01125,APP-01160,REQ-00146,CLI-006,REC-012,Administrative Assistant,Administrative/Professional,Raleigh,NC,remote,1099,3.4,referral,15.97,19.33,2025-02-27,2025-03-18,2025-03-26,2025-04-01,2025-04-11,,True,False,declined_offer,2025-04-01,4,held_out_test
CAND-00302,APP-01161,REQ-00024,CLI-009,REC-013,Mechanical Engineer,Engineering,Jacksonville,FL,onsite,W2 Contract,1.9,career_site,53.0,53.29,2025-06-16,2025-06-25,2025-06-28,2025-07-01,2025-07-20,2025-07-20,True,True,joined_on_time,2025-07-20,9,discovery
CAND-01126,APP-01162,REQ-00138,CLI-010,REC-001,Office Coordinator,Administrative/Professional,Nashville,TN,hybrid,Contract-to-Hire,9.4,job_board,20.24,21.7,2024-09-06,2024-09-23,2024-09-25,2024-10-01,2024-10-19,,True,False,declined_offer,2024-10-01,6,discovery
CAND-01127,APP-01163,REQ-00201,CLI-009,REC-013,Mechanical Engineer,Engineering,Tampa,FL,remote,Direct Hire,1.4,job_board,29.04,35.49,2024-04-21,2024-05-04,2024-05-07,2024-05-07,2024-06-07,2024-06-06,True,True,joined_on_time,2024-06-06,6,hypothesis_generation
CAND-01128,APP-01164,REQ-00104,CLI-002,REC-014,Pharmacy Technician,Healthcare,Philadelphia,PA,onsite,Contract-to-Hire,8.2,recruiter_sourced,25.56,26.36,2025-02-17,2025-02-23,2025-03-04,2025-03-04,2025-03-26,,True,True,accepted_no_show,2025-03-26,2,held_out_test
CAND-01129,APP-01165,REQ-00129,CLI-010,REC-012,Administrative Assistant,Administrative/Professional,Houston,TX,hybrid,Direct Hire,2.0,career_site,19.62,19.83,2024-02-03,2024-02-07,2024-02-11,2024-02-11,2024-03-12,,True,True,withdrew_post_acceptance,2024-03-09,13,discovery
CAND-01130,APP-01166,REQ-00145,CLI-010,REC-016,Office Coordinator,Administrative/Professional,Orlando,FL,onsite,Contract-to-Hire,6.1,recruiter_sourced,21.74,22.83,2024-10-12,2024-10-27,2024-11-12,2024-11-17,2024-11-29,,True,True,withdrew_post_acceptance,2024-11-28,20,discovery
CAND-01131,APP-01167,REQ-00081,CLI-003,REC-009,Senior Accountant,Finance/Accounting,Jacksonville,FL,hybrid,W2 Contract,16.3,recruiter_sourced,,38.03,2024-12-03,2024-12-10,2024-12-26,2024-12-30,2025-01-16,2025-01-16,True,True,joined_on_time,2025-01-16,13,discovery
CAND-01132,APP-01168,REQ-00056,CLI-011,REC-012,Office Coordinator,Administrative/Professional,Austin,TX,onsite,Direct Hire,1.8,recruiter_sourced,21.07,23.06,2024-04-30,2024-05-12,2024-05-18,2024-05-18,2024-06-11,,True,True,withdrew_post_acceptance,2024-06-01,11,discovery
CAND-01133,APP-01169,REQ-00215,CLI-002,REC-011,Medical Coder,Healthcare,Charlotte,NC,onsite,W2 Contract,2.1,recruiter_sourced,,43.52,2024-08-05,2024-08-21,2024-09-05,2024-09-08,2024-10-08,,True,True,accepted_no_show,2024-10-08,3,hypothesis_generation
CAND-01134,APP-01170,REQ-00126,CLI-005,REC-010,Mechanical Engineer,Engineering,Austin,TX,onsite,W2 Contract,4.1,referral,32.33,37.72,2024-11-16,2024-12-05,2024-12-13,2024-12-14,2024-12-29,,True,False,declined_offer,2024-12-14,12,discovery
CAND-01135,APP-01171,REQ-00223,CLI-001,REC-018,Machine Operator,Light Industrial,Memphis,TN,onsite,Direct Hire,7.5,recruiter_sourced,21.6,21.71,2024-03-27,2024-04-12,2024-04-25,2024-04-30,2024-05-14,,True,True,rejected_by_client,2024-05-04,17,discovery
CAND-01136,APP-01172,REQ-00137,CLI-009,REC-001,Electrical Engineer,Engineering,Philadelphia,PA,hybrid,W2 Contract,7.0,recruiter_sourced,32.71,33.91,2024-10-05,2024-10-21,2024-10-24,2024-10-25,2024-11-09,2024-11-09,True,True,joined_on_time,2024-11-09,21,discovery
CAND-01137,APP-01173,REQ-00099,CLI-002,REC-017,Pharmacy Technician,Healthcare,Milwaukee,WI,onsite,W2 Contract,4.5,recruiter_sourced,,25.8,2024-03-21,2024-03-24,2024-04-01,2024-04-04,2024-04-29,,True,True,withdrew_post_acceptance,2024-04-26,15,hypothesis_generation
CAND-01138,APP-01174,REQ-00040,CLI-010,REC-018,Executive Assistant,Administrative/Professional,Charlotte,NC,hybrid,W2 Contract,3.4,job_board,15.78,16.25,2024-03-20,2024-03-30,2024-04-05,2024-04-11,2024-04-30,,True,True,withdrew_post_acceptance,2024-04-22,4,discovery
CAND-01139,APP-01175,REQ-00179,CLI-006,REC-018,Senior Accountant,Finance/Accounting,Orlando,FL,hybrid,Contract-to-Hire,10.9,job_board,,36.72,2024-02-03,2024-02-07,2024-02-19,2024-02-25,2024-03-02,,True,True,accepted_no_show,2024-03-02,11,discovery
CAND-01140,APP-01176,REQ-00197,CLI-004,REC-004,Systems Administrator,IT/Technology,Kansas City,MO,remote,W2 Contract,1.0,recruiter_sourced,40.86,39.39,2025-06-21,2025-07-04,2025-07-20,2025-07-23,2025-08-09,2025-09-03,True,True,joined_late,2025-09-03,10,discovery
CAND-01141,APP-01177,REQ-00056,CLI-011,REC-003,Office Coordinator,Administrative/Professional,Austin,TX,onsite,Direct Hire,5.5,career_site,20.67,23.53,2024-04-30,2024-05-16,2024-05-21,2024-05-25,2024-06-19,,True,False,declined_offer,2024-05-25,2,held_out_test
CAND-01142,APP-01178,REQ-00019,CLI-011,REC-018,Shipping/Receiving Clerk,Light Industrial,Columbus,OH,onsite,Contract-to-Hire,12.1,career_site,17.66,19.06,2024-11-18,2024-11-24,2024-11-30,2024-12-03,2024-12-13,2024-12-12,True,True,joined_on_time,2024-12-12,7,discovery
CAND-01143,APP-01179,REQ-00092,CLI-011,REC-012,Data Entry Clerk,Administrative/Professional,Houston,TX,onsite,Direct Hire,1.6,reapply,17.44,20.53,2024-03-09,2024-03-23,2024-04-08,2024-04-12,2024-05-06,2024-05-14,True,True,joined_late,2024-05-14,10,discovery
CAND-01144,APP-01180,REQ-00207,CLI-002,REC-011,Pharmacy Technician,Healthcare,Austin,TX,onsite,1099,1.7,recruiter_sourced,38.23,46.82,2024-04-07,2024-04-12,2024-04-25,2024-04-25,2024-05-10,2024-05-17,True,True,joined_late,2024-05-17,0,held_out_test
CAND-01145,APP-01181,REQ-00157,CLI-006,REC-006,Receptionist,Administrative/Professional,Dallas,TX,hybrid,1099,3.7,job_board,19.65,21.66,2024-07-27,2024-08-08,2024-08-12,2024-08-14,2024-09-10,2024-09-10,True,True,joined_on_time,2024-09-10,16,discovery
CAND-01146,APP-01182,REQ-00172,CLI-001,REC-006,Shipping/Receiving Clerk,Light Industrial,Houston,TX,onsite,Contract-to-Hire,9.4,job_board,18.06,21.24,2024-11-26,2024-12-15,2024-12-17,2024-12-20,2025-01-06,2025-01-06,True,True,joined_on_time,2025-01-06,5,discovery
CAND-01147,APP-01183,REQ-00108,CLI-007,REC-017,Phlebotomist,Healthcare,Philadelphia,PA,onsite,W2 Contract,1.7,staffing_event,35.66,41.63,2025-03-23,2025-04-03,2025-04-19,2025-04-24,2025-05-01,2025-05-01,True,True,joined_on_time,2025-05-01,7,discovery
CAND-01139,APP-01184,REQ-00164,CLI-011,REC-015,Shipping/Receiving Clerk,Light Industrial,St. Louis,MO,onsite,Direct Hire,14.4,recruiter_sourced,,14.48,2024-03-13,2024-03-28,2024-04-11,2024-04-11,2024-05-13,2024-06-06,True,True,joined_late,2024-06-06,8,discovery
CAND-01148,APP-01185,REQ-00222,CLI-011,REC-009,Administrative Assistant,Administrative/Professional,Austin,TX,onsite,W2 Contract,2.7,career_site,17.29,19.2,2024-05-09,2024-05-25,2024-06-06,2024-06-07,2024-06-27,2024-07-08,True,True,joined_late,2024-07-08,13,hypothesis_generation
CAND-01149,APP-01186,REQ-00009,CLI-001,REC-009,General Laborer,Light Industrial,Jacksonville,FL,hybrid,W2 Contract,2.0,career_site,19.08,20.94,2025-02-10,2025-02-23,2025-03-13,2025-03-13,2025-03-23,,True,True,withdrew_post_acceptance,2025-03-16,11,held_out_test
CAND-01150,APP-01187,REQ-00093,CLI-009,REC-015,Civil Engineer,Engineering,St. Louis,MO,onsite,1099,5.2,job_board,42.8,48.09,2024-02-20,2024-03-12,2024-03-21,2024-03-27,2024-04-02,2024-04-07,True,True,joined_late,2024-04-07,14,held_out_test
CAND-01151,APP-01188,REQ-00015,CLI-001,REC-018,Forklift Operator,Light Industrial,Nashville,TN,onsite,Direct Hire,13.1,job_board,17.46,17.26,2025-04-27,2025-05-14,2025-05-26,2025-06-01,2025-06-26,2025-06-25,True,True,joined_on_time,2025-06-25,11,discovery
CAND-01152,APP-01189,REQ-00058,CLI-005,REC-016,Project Engineer,Engineering,Tampa,FL,onsite,Direct Hire,2.8,job_board,29.83,32.65,2024-02-05,2024-02-10,2024-02-12,2024-02-15,2024-03-18,2024-03-18,True,True,joined_on_time,2024-03-18,8,discovery
CAND-01153,APP-01190,REQ-00179,CLI-006,REC-012,Senior Accountant,Finance/Accounting,Orlando,FL,hybrid,Contract-to-Hire,8.9,job_board,21.6,22.84,2024-02-29,2024-03-18,2024-03-25,2024-03-28,2024-04-13,2024-04-14,True,True,joined_on_time,2024-04-14,9,held_out_test
CAND-01154,APP-01191,REQ-00113,CLI-005,REC-001,Warehouse Associate,Light Industrial,Orlando,FL,onsite,W2 Contract,10.5,recruiter_sourced,19.23,21.14,2024-11-21,2024-11-30,2024-12-10,2024-12-11,2025-01-06,2025-01-07,True,True,joined_on_time,2025-01-07,8,hypothesis_generation
CAND-01155,APP-01192,REQ-00086,CLI-002,REC-011,Registered Nurse,Healthcare,Phoenix,AZ,onsite,W2 Contract,4.4,reapply,41.87,45.91,2025-04-23,2025-05-06,2025-05-15,2025-05-16,2025-06-06,,True,True,rejected_by_client,2025-06-06,10,hypothesis_generation
CAND-01156,APP-01193,REQ-00102,CLI-009,REC-002,Process Engineer,Engineering,Cincinnati,OH,onsite,Direct Hire,5.6,recruiter_sourced,51.98,54.64,2024-11-03,2024-11-19,2024-11-29,2024-12-05,2024-12-20,2024-12-20,True,True,joined_on_time,2024-12-20,13,hypothesis_generation
CAND-01157,APP-01194,REQ-00181,CLI-010,REC-009,Data Entry Clerk,Administrative/Professional,Jacksonville,FL,hybrid,W2 Contract,2.7,job_board,16.69,18.79,2024-02-02,2024-02-06,2024-02-21,2024-02-21,2024-03-23,2024-03-23,True,True,joined_on_time,2024-03-23,12,held_out_test
CAND-01158,APP-01195,REQ-00211,CLI-001,REC-009,Machine Operator,Light Industrial,Austin,TX,onsite,Contract-to-Hire,0.3,referral,20.07,20.42,2024-04-17,2024-04-22,2024-05-02,2024-05-07,2024-05-22,,True,True,accepted_no_show,2024-05-22,5,hypothesis_generation
CAND-01159,APP-01196,REQ-00053,CLI-002,REC-008,Registered Nurse,Healthcare,Raleigh,NC,remote,1099,5.4,recruiter_sourced,,26.43,2024-07-20,2024-07-29,2024-08-07,2024-08-11,2024-08-22,,True,False,declined_offer,2024-08-11,11,hypothesis_generation
CAND-01160,APP-01197,REQ-00185,CLI-005,REC-010,Process Engineer,Engineering,Houston,TX,onsite,Direct Hire,1.3,recruiter_sourced,46.84,48.2,2025-07-13,2025-07-28,2025-08-13,2025-08-19,2025-09-06,,True,False,declined_offer,2025-08-19,1,discovery
CAND-01161,APP-01198,REQ-00086,CLI-002,REC-017,Registered Nurse,Healthcare,Phoenix,AZ,onsite,W2 Contract,9.2,career_site,,39.13,2025-04-05,2025-04-18,2025-05-02,2025-05-08,2025-06-01,2025-06-01,True,True,joined_on_time,2025-06-01,10,held_out_test
CAND-01162,APP-01199,REQ-00104,CLI-002,REC-011,Pharmacy Technician,Healthcare,Philadelphia,PA,onsite,Contract-to-Hire,3.5,career_site,28.64,30.46,2025-03-11,2025-03-19,2025-03-27,2025-03-27,2025-04-06,,True,True,withdrew_post_acceptance,2025-04-03,14,held_out_test
CAND-01163,APP-01200,REQ-00185,CLI-005,REC-007,Process Engineer,Engineering,Houston,TX,onsite,Direct Hire,7.5,recruiter_sourced,29.09,35.3,2025-07-15,2025-08-04,2025-08-14,2025-08-15,2025-08-30,,True,True,accepted_no_show,2025-08-30,9,held_out_test
CAND-01164,APP-01201,REQ-00131,CLI-006,REC-012,Executive Assistant,Administrative/Professional,Memphis,TN,hybrid,Direct Hire,6.4,recruiter_sourced,23.32,24.66,2024-04-18,2024-05-02,2024-05-07,2024-05-07,2024-05-27,2024-05-27,True,True,joined_on_time,2024-05-27,4,discovery
CAND-01165,APP-01202,REQ-00005,CLI-002,REC-005,Certified Nursing Assistant,Healthcare,Columbus,OH,onsite,W2 Contract,6.7,reapply,25.47,31.87,2025-01-23,2025-01-26,2025-02-06,2025-02-11,2025-02-21,2025-02-21,True,True,joined_on_time,2025-02-21,16,hypothesis_generation
CAND-01166,APP-01203,REQ-00009,CLI-001,REC-015,General Laborer,Light Industrial,Jacksonville,FL,hybrid,W2 Contract,2.2,recruiter_sourced,20.42,20.29,2025-01-21,2025-02-04,2025-02-10,2025-02-12,2025-03-10,2025-03-10,True,True,joined_on_time,2025-03-10,2,discovery
CAND-01167,APP-01204,REQ-00058,CLI-005,REC-007,Project Engineer,Engineering,Tampa,FL,onsite,Direct Hire,8.6,career_site,47.45,44.74,2024-02-13,2024-02-26,2024-03-14,2024-03-20,2024-04-01,2024-04-02,True,True,joined_on_time,2024-04-02,11,discovery
CAND-01168,APP-01205,REQ-00128,CLI-010,REC-018,Customer Service Representative,Administrative/Professional,Houston,TX,hybrid,Direct Hire,4.3,staffing_event,24.81,25.25,2024-12-09,2024-12-30,2025-01-08,2025-01-13,2025-02-05,,True,False,declined_offer,2025-01-13,21,discovery
CAND-01169,APP-01206,REQ-00002,CLI-002,REC-011,Medical Coder,Healthcare,Austin,TX,onsite,W2 Contract,1.3,recruiter_sourced,,43.2,2025-06-07,2025-06-22,2025-06-28,2025-07-02,2025-07-18,,True,False,declined_offer,2025-07-02,11,hypothesis_generation
CAND-01170,APP-01207,REQ-00100,CLI-003,REC-012,Bookkeeper,Finance/Accounting,Chicago,IL,hybrid,W2 Contract,3.5,job_board,36.97,44.68,2025-01-06,2025-01-15,2025-01-25,2025-01-30,2025-02-08,2025-02-22,True,True,joined_late,2025-02-22,17,held_out_test
CAND-01171,APP-01208,REQ-00187,CLI-007,REC-011,Phlebotomist,Healthcare,St. Louis,MO,onsite,1099,10.4,job_board,30.91,29.23,2025-03-07,2025-03-21,2025-04-07,2025-04-11,2025-04-21,2025-04-21,True,True,joined_on_time,2025-04-21,1,discovery
CAND-01172,APP-01209,REQ-00147,CLI-003,REC-003,Senior Accountant,Finance/Accounting,St. Louis,MO,hybrid,1099,1.2,referral,31.13,31.25,2024-06-03,2024-06-12,2024-06-17,2024-06-19,2024-07-20,,True,True,accepted_no_show,2024-07-20,7,discovery
CAND-01173,APP-01210,REQ-00061,CLI-004,REC-013,Systems Administrator,IT/Technology,Jacksonville,FL,remote,Direct Hire,13.4,job_board,59.78,60.46,2025-03-07,2025-03-10,2025-03-21,2025-03-23,2025-04-06,,True,True,withdrew_post_acceptance,2025-03-26,5,discovery
CAND-01174,APP-01211,REQ-00107,CLI-001,REC-018,Warehouse Associate,Light Industrial,Jacksonville,FL,hybrid,Contract-to-Hire,2.5,job_board,16.41,18.74,2024-10-04,2024-10-11,2024-10-27,2024-11-01,2024-11-18,,True,False,declined_offer,2024-11-01,17,hypothesis_generation
CAND-01175,APP-01212,REQ-00127,CLI-004,REC-007,Data Analyst,IT/Technology,Philadelphia,PA,remote,Direct Hire,1.0,recruiter_sourced,58.85,64.33,2024-10-27,2024-11-13,2024-11-24,2024-11-25,2024-12-22,2024-12-22,True,True,joined_on_time,2024-12-22,7,discovery
CAND-01176,APP-01213,REQ-00077,CLI-003,REC-003,Accounts Payable Clerk,Finance/Accounting,Tampa,FL,remote,Contract-to-Hire,3.1,recruiter_sourced,25.02,27.13,2024-03-17,2024-03-30,2024-04-13,2024-04-17,2024-04-23,2024-04-23,True,True,joined_on_time,2024-04-23,16,held_out_test
CAND-01177,APP-01214,REQ-00003,CLI-002,REC-005,Physical Therapist Asst.,Healthcare,St. Louis,MO,hybrid,W2 Contract,1.1,referral,35.22,37.31,2024-10-18,2024-11-08,2024-11-11,2024-11-15,2024-11-22,,True,False,declined_offer,2024-11-15,7,discovery
CAND-01178,APP-01215,REQ-00113,CLI-005,REC-012,Warehouse Associate,Light Industrial,Orlando,FL,onsite,W2 Contract,2.3,job_board,16.95,19.47,2024-11-14,2024-11-22,2024-12-01,2024-12-01,2025-01-04,,True,True,withdrew_post_acceptance,2024-12-25,6,discovery
CAND-01179,APP-01216,REQ-00130,CLI-011,REC-015,HR Coordinator,Administrative/Professional,Austin,TX,onsite,Contract-to-Hire,6.2,recruiter_sourced,16.33,17.76,2025-04-28,2025-05-13,2025-05-16,2025-05-20,2025-06-08,,True,True,withdrew_post_acceptance,2025-06-02,24,held_out_test
CAND-01180,APP-01217,REQ-00082,CLI-002,REC-005,Pharmacy Technician,Healthcare,Raleigh,NC,onsite,Contract-to-Hire,1.9,reapply,,29.94,2024-06-02,2024-06-12,2024-06-21,2024-06-21,2024-07-21,,True,True,withdrew_post_acceptance,2024-07-13,12,discovery
CAND-01181,APP-01218,REQ-00108,CLI-007,REC-017,Phlebotomist,Healthcare,Philadelphia,PA,onsite,W2 Contract,1.6,recruiter_sourced,24.41,28.47,2025-03-09,2025-03-19,2025-03-25,2025-03-31,2025-04-08,,True,False,declined_offer,2025-03-31,19,hypothesis_generation
CAND-01182,APP-01219,REQ-00077,CLI-003,REC-012,Accounts Payable Clerk,Finance/Accounting,Tampa,FL,remote,Contract-to-Hire,8.6,recruiter_sourced,27.59,29.6,2024-04-08,2024-04-20,2024-05-07,2024-05-07,2024-06-07,,True,True,rejected_by_client,2024-05-30,8,discovery
CAND-01183,APP-01220,REQ-00182,CLI-011,REC-003,Data Entry Clerk,Administrative/Professional,Cincinnati,OH,remote,W2 Contract,7.3,job_board,22.28,23.66,2024-07-04,2024-07-07,2024-07-20,2024-07-25,2024-08-01,,True,False,declined_offer,2024-07-25,6,hypothesis_generation
CAND-01184,APP-01221,REQ-00011,CLI-005,REC-013,Manufacturing Engineer,Engineering,Jacksonville,FL,onsite,W2 Contract,6.9,recruiter_sourced,28.66,30.61,2024-08-27,2024-08-30,2024-09-10,2024-09-12,2024-10-07,,True,True,accepted_no_show,2024-10-07,8,hypothesis_generation
CAND-01185,APP-01222,REQ-00033,CLI-009,REC-004,Quality Engineer,Engineering,Austin,TX,onsite,1099,7.3,job_board,37.29,38.2,2024-05-23,2024-06-03,2024-06-17,2024-06-17,2024-07-17,2024-07-17,True,True,joined_on_time,2024-07-17,16,discovery
CAND-01186,APP-01223,REQ-00145,CLI-010,REC-015,Office Coordinator,Administrative/Professional,Orlando,FL,onsite,Contract-to-Hire,2.1,recruiter_sourced,18.97,21.65,2024-10-13,2024-10-21,2024-10-26,2024-10-26,2024-11-17,2024-11-16,True,True,joined_on_time,2024-11-16,13,held_out_test
CAND-01187,APP-01224,REQ-00145,CLI-010,REC-006,Office Coordinator,Administrative/Professional,Orlando,FL,onsite,Contract-to-Hire,5.2,career_site,18.83,19.16,2024-09-20,2024-10-11,2024-10-22,2024-10-24,2024-11-15,,True,True,withdrew_post_acceptance,2024-10-26,7,hypothesis_generation
CAND-01188,APP-01225,REQ-00182,CLI-011,REC-015,Data Entry Clerk,Administrative/Professional,Cincinnati,OH,remote,W2 Contract,4.1,job_board,13.14,16.19,2024-07-18,2024-07-21,2024-07-29,2024-08-04,2024-08-13,2024-08-13,True,True,joined_on_time,2024-08-13,2,hypothesis_generation
CAND-01189,APP-01226,REQ-00057,CLI-003,REC-018,AR Specialist,Finance/Accounting,Nashville,TN,hybrid,1099,7.0,referral,37.69,41.79,2024-07-07,2024-07-25,2024-08-11,2024-08-15,2024-09-09,,True,False,declined_offer,2024-08-15,18,discovery
CAND-01190,APP-01227,REQ-00165,CLI-008,REC-001,Network Administrator,IT/Technology,Houston,TX,hybrid,Direct Hire,4.6,career_site,30.41,33.48,2024-07-03,2024-07-06,2024-07-16,2024-07-16,2024-08-04,2024-08-04,True,True,joined_on_time,2024-08-04,11,discovery
CAND-01191,APP-01228,REQ-00068,CLI-002,REC-002,Pharmacy Technician,Healthcare,Milwaukee,WI,onsite,Contract-to-Hire,0.3,referral,,34.43,2024-11-16,2024-11-30,2024-12-04,2024-12-06,2024-12-27,2024-12-26,True,True,joined_on_time,2024-12-26,12,held_out_test
CAND-01192,APP-01229,REQ-00197,CLI-004,REC-001,Systems Administrator,IT/Technology,Kansas City,MO,remote,W2 Contract,2.5,recruiter_sourced,,46.51,2025-06-24,2025-07-03,2025-07-08,2025-07-13,2025-08-10,,True,False,declined_offer,2025-07-13,0,discovery
CAND-01193,APP-01230,REQ-00069,CLI-010,REC-014,Executive Assistant,Administrative/Professional,Chicago,IL,hybrid,W2 Contract,7.8,job_board,20.25,20.29,2024-08-01,2024-08-11,2024-08-27,2024-09-02,2024-09-24,2024-09-25,True,True,joined_on_time,2024-09-25,12,held_out_test
CAND-01194,APP-01231,REQ-00152,CLI-003,REC-018,Accounts Payable Clerk,Finance/Accounting,Houston,TX,hybrid,W2 Contract,7.8,referral,34.1,34.54,2024-04-21,2024-04-26,2024-05-10,2024-05-15,2024-06-01,,True,True,withdrew_post_acceptance,2024-05-16,2,discovery
CAND-01195,APP-01232,REQ-00096,CLI-003,REC-012,Accounts Payable Clerk,Finance/Accounting,Kansas City,MO,hybrid,Direct Hire,0.3,recruiter_sourced,31.62,33.59,2024-05-02,2024-05-07,2024-05-17,2024-05-22,2024-06-05,,True,False,declined_offer,2024-05-22,20,held_out_test
CAND-00542,APP-01233,REQ-00095,CLI-001,REC-009,Shipping/Receiving Clerk,Light Industrial,Columbus,OH,onsite,W2 Contract,4.7,referral,18.17,18.34,2025-07-18,2025-07-22,2025-08-06,2025-08-10,2025-09-07,,True,True,withdrew_post_acceptance,2025-08-26,9,held_out_test
CAND-01196,APP-01234,REQ-00112,CLI-001,REC-009,Forklift Operator,Light Industrial,Pittsburgh,PA,onsite,Contract-to-Hire,2.6,recruiter_sourced,20.5,20.52,2025-08-03,2025-08-23,2025-08-30,2025-09-01,2025-09-30,2025-09-30,True,True,joined_on_time,2025-09-30,7,discovery
CAND-01197,APP-01235,REQ-00074,CLI-002,REC-008,Registered Nurse,Healthcare,Jacksonville,FL,remote,Direct Hire,6.4,recruiter_sourced,28.65,28.07,2024-04-11,2024-04-25,2024-05-11,2024-05-13,2024-06-14,2024-06-14,True,True,joined_on_time,2024-06-14,14,discovery
CAND-01198,APP-01236,REQ-00032,CLI-005,REC-018,Forklift Operator,Light Industrial,Columbus,OH,onsite,Contract-to-Hire,5.7,staffing_event,13.37,15.75,2025-04-06,2025-04-17,2025-04-23,2025-04-25,2025-05-14,2025-05-14,True,True,joined_on_time,2025-05-14,8,discovery
CAND-01199,APP-01237,REQ-00204,CLI-011,REC-003,Forklift Operator,Light Industrial,Tampa,FL,onsite,Direct Hire,5.4,job_board,18.17,19.2,2024-11-19,2024-11-27,2024-12-03,2024-12-09,2025-01-07,2025-01-07,True,True,joined_on_time,2025-01-07,9,discovery
CAND-01200,APP-01238,REQ-00203,CLI-010,REC-014,Executive Assistant,Administrative/Professional,Phoenix,AZ,hybrid,W2 Contract,2.9,career_site,,23.29,2024-04-27,2024-05-17,2024-05-20,2024-05-24,2024-06-02,,True,False,declined_offer,2024-05-24,8,held_out_test
CAND-01201,APP-01239,REQ-00127,CLI-004,REC-013,Data Analyst,IT/Technology,Philadelphia,PA,remote,Direct Hire,2.2,referral,38.38,41.09,2024-10-20,2024-11-02,2024-11-19,2024-11-19,2024-12-09,2024-12-09,True,True,joined_on_time,2024-12-09,9,held_out_test
